roll_no,total_time,compiled,compiled successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,cps,paste_lines,max_pastes,average_test_results,avg_paste,op
B2016\student3421,1541672,418,179,151,11,9182,2775,8126,458,0.007931,1365,140,0.072847682,8.957509158,0
B2016\student3424,846768,126,44,61,34,6313,1395,5634,433,0.002441046,504,89,0.557377049,4.101190476,1
B2016\student3425,1084224,306,198,108,25,6438,2130,5490,1120,0.005115179,962,164,0.231481481,5.765072765,0
B2016\student3442,14205544,4540,3291,1479,1805,63730,48079,50953,7870,0.009013242,30856,374,1.220419202,4.149533316,0
B2016\student3483,3639336,1523,857,372,492,16270,9917,12891,1328,0.007485157,5444,541,1.322580645,5.003857458,0
B2016\student3500,2758184,699,414,98,10,17045,5795,14731,1044,0.008991423,2326,450,0.102040816,10.66208083,0
B2016\student3512,48,,,,,1,,,25,0,,,,,0
B2016\student3515,6353168,1559,1108,221,106,30715,11422,27117,1471,0.008802852,7172,208,0.479638009,7.797824875,0
B2016\student3517,1138144,164,66,120,90,5517,1656,4904,353,0.001780091,841,85,0.75,2.409036861,1
B2016\student3535,4601200,831,331,271,275,29979,9999,25671,1990,0.012626706,5130,324,1.014760148,11.3251462,0
B2016\student3557,11274440,3492,2058,1212,870,46190,24212,39578,3358,0.006829874,15453,453,0.717821782,4.983045363,0
B2016\student3560,116056,22,9,4,,878,147,779,41,0,,,,,0
B2016\student3567,9023032,1330,614,868,581,40608,26923,33046,4712,0.013079306,16947,285,0.669354839,6.963769399,0
B2016\student3572,6369584,2066,1116,444,463,27591,12534,23694,2398,0.006205115,7054,191,1.042792793,5.603062092,0
B2016\student3594,10272216,4313,2558,1188,845,49416,27203,40749,2896,0.005613589,15570,442,0.711279461,3.703532434,0
B2016\student3610,1712608,376,197,138,143,13380,4082,11343,536,0.003441535,1410,167,1.036231884,4.180141844,0
B2016\student3631,7450944,932,286,1379,1403,33865,15186,28659,2244,0.005087141,7592,1493,1.017403916,4.992623815,0
B2016\student3634,3376928,424,174,507,445,22209,5696,19566,1009,0.002207332,2273,159,0.877712032,3.279366476,0
B2016\student3666,1626280,324,206,110,13,7378,4257,6105,254,0.007048602,2691,286,0.118181818,4.259754738,0
B2016\student3671,1804304,576,436,194,91,11061,3506,9313,714,0.008405457,1083,299,0.469072165,14.00369344,0
B2016\student3673,15845272,5467,4394,930,421,78377,28691,68839,5201,0.005761592,15864,332,0.452688172,5.754790721,0
B2016\student3678,3152,1,1,,,3,68,,26,0.647208122,68,100,,30,0
B2016\student3701,12630608,2973,1665,962,1051,66065,25835,58319,3099,0.008878195,15508,1773,1.092515593,7.230913077,0
B2016\student3710,48,,,,,7,,,,0,,,,,0
B2016\student3711,1181568,418,308,168,434,2687,6903,1906,1316,0.036509113,5995,248,2.583333333,7.195663053,0
B2016\student3715,4649632,522,247,278,181,26337,10937,22254,1473,0.003529957,5448,171,0.651079137,3.012665198,0
B2016\student3717,4077128,534,322,302,339,19098,5904,16369,1237,0.005918136,2578,324,1.122516556,9.359581071,0
B2016\student3719,24,,,,,1,,,219,0,,,,,0
B2016\student3732,335840,45,10,60,0,1842,209,1670,35,2.68E-05,9,1,0,1,0
B2016\student3736,633528,119,66,76,100,6039,1373,5411,259,0.00359258,574,70,1.315789474,3.965156794,0
B2016\student3756,4333464,1198,775,367,760,20098,10027,16518,2145,0.005502065,5177,417,2.070844687,4.605563067,0
B2016\student3759,2747896,967,590,277,314,12467,6574,9927,540,0.005089712,2977,473,1.133574007,4.698018139,0
B2016\student3761,2408176,478,329,156,107,10511,4357,8509,1055,0.004727644,2065,324,0.685897436,5.513317191,0
B2016\student3776,750088,170,105,2,,4184,2730,3603,136,0.00704584,1993,158,,2.651781234,0
B2016\student3790,5002784,1417,859,545,404,22608,15463,17847,1818,0.007529608,9040,303,0.741284404,4.166924779,0
B2016\student3807,2175576,954,742,197,132,7707,17981,5388,1489,0.023001265,15756,141,0.670050761,3.175996446,0
B2016\student3841,11272624,2033,1240,538,714,60132,30038,50375,5526,0.014423616,17167,319,1.327137546,9.471194734,0
B2016\student3856,500008,70,22,32,45,3471,678,3155,72,0.001123982,285,2,1.40625,1.971929825,0
B2016\student3867,3750344,1500,1140,333,481,16665,10603,12978,1628,0.006346085,5618,322,1.444444444,4.236383054,0
B2016\student3872,8076200,926,268,696,717,42882,23132,33657,1670,0.005319457,7595,475,1.030172414,5.656484529,1
B2016\student3899,26256,11,8,3,,104,64,67,4,0.000761731,13,2,,1.538461538,0
B2016\student3900,839680,88,7,71,0,4254,1150,3392,33,0.001566073,509,3,0,2.583497053,0
B2016\student3925,6637168,1154,663,567,676,35464,19357,29427,3479,0.008018932,11234,258,1.192239859,4.737671355,0
B2016\student3943,1721856,102,21,177,59,9075,2826,8136,617,0.003291216,1774,99,0.333333333,3.194475761,0
B2016\student4014,136384,8,2,,,677,100,463,3,8.80E-05,6,2,,2,0
B2016\student4016,9155184,1444,615,956,858,48429,20534,42692,1902,0.00923018,13318,410,0.89748954,6.345096861,0
B2016\student4026,443496,34,27,42,,951,1498,712,4,0.008401429,1418,3,,2.62764457,0
B2016\student4036,3432888,618,373,219,211,24198,5652,21364,622,0.005543437,1826,1862,0.96347032,10.42168675,0
B2016\student4043,3515616,315,163,187,2,21686,7331,18988,570,0.004371069,3621,185,0.010695187,4.243855289,0
B2016\student4053,741136,92,60,239,497,755,7162,486,60,0.022723225,6987,153,2.079497908,2.410333476,0
B2016\student4057,1607280,365,212,123,,9321,7146,7578,370,0.01078468,4968,231,,3.489130435,1
B2016\student4059,1820312,159,68,151,181,13013,2747,11434,194,0.000738335,614,3,1.198675497,2.188925081,0
B2016\student4082,7438640,1320,579,598,533,35970,20703,30853,4134,0.011518503,14218,1493,0.891304348,6.026304684,1
B2016\student4095,8110624,1867,1238,440,494,49147,17731,40992,2889,0.010876105,7081,263,1.122727273,12.45756249,0
B2016\student4100,2792168,402,180,258,327,14529,3510,12716,422,0.004736463,1071,322,1.26744186,12.34827264,0
B2016\student4105,208952,47,29,40,63,995,1105,785,688,0.101334278,872,268,1.575,24.28211009,0
B2016\student4108,225384,37,31,14,0,1965,368,1674,46,0.009778866,20,347,0,110.2,0
B2016\student4110,81176,13,7,2,,352,173,303,42,0.002993496,130,2,,1.869230769,0
B2016\student4124,1398000,246,138,73,67,8911,2448,7952,745,0.01397568,1216,136,0.917808219,16.06743421,0
B2016\student4128,486656,185,138,20,20,2637,1011,2250,101,0.008663204,452,347,1,9.327433628,0
B2016\student4150,7595320,1333,695,602,456,44031,16391,37297,2771,0.0059405,7230,324,0.757475083,6.2406639,1
B2016\student4155,2329568,395,173,223,233,10372,6975,8350,1441,0.005122838,4071,324,1.044843049,2.93146647,0
B2016\student4163,4803240,1123,740,305,171,29276,14956,24885,4990,0.027090256,8398,356,0.560655738,15.49428435,1
B2016\student4167,14791472,3871,2560,1366,1707,69849,123064,57329,83730,0.034234186,106964,571,1.249633968,4.734060058,0
B2016\student4185,8186144,1275,525,988,983,41829,18246,35729,1923,0.005357956,9233,258,0.994939271,4.750460305,0
B2016\student4192,2158512,327,169,78,,14553,4789,12709,404,0.008379384,2276,188,,7.946836555,0
B2016\student4195,9379536,2654,1503,669,1041,36708,39697,27714,4053,0.013059495,28251,1493,1.556053812,4.335846519,0
B2016\student4253,408,,,,,1,15,,,0.051470588,15,2,,1.4,0
B2016\student4273,503656,109,70,43,49,3073,1917,2704,45,0.006224487,1497,3,1.139534884,2.094188377,0
B2016\student4280,4739768,922,377,508,314,16898,18961,13837,2734,0.007619993,15108,103,0.618110236,2.390587768,1
B2016\student4290,6837824,1555,810,425,78,52151,17601,47026,1625,0.016944133,10915,362,0.183529412,10.61484196,0
B2016\student4296,11418672,6075,4041,1126,1254,42113,54132,32009,6708,0.015077936,41392,696,1.113676732,4.15949942,0
B2016\student4320,4630128,1435,1038,414,910,24261,9616,19990,1387,0.003095595,4457,341,2.198067633,3.215840251,0
B2016\student4322,742344,105,56,112,31,4441,1673,3965,295,0.003924057,1132,149,0.276785714,2.573321555,0
B2016\student4343,539368,125,73,63,26,3114,1196,2750,159,0.0027662,757,2,0.412698413,1.970937913,0
B2016\student4370,4481728,1132,856,291,335,20007,15627,15795,1861,0.008587759,10059,609,1.151202749,3.826225271,0
B2016\student4377,16617432,6019,3891,1719,3792,79992,34002,67993,5847,0.006458158,19439,372,2.205933682,5.520757241,1
B2016\student4389,7359016,2543,1741,657,636,33347,20561,26769,2601,0.006813139,12435,323,0.96803653,4.032006433,1
B2016\student4412,4177296,1084,776,248,169,21129,12571,17536,2536,0.022946902,7952,517,0.681451613,12.05432596,0
B2016\student4414,4024592,1081,647,565,681,19014,9138,15481,767,0.003013722,3799,233,1.205309735,3.192682285,1
B2016\student4415,12411984,3076,1955,873,947,54611,48369,43798,4249,0.011769271,36275,300,1.084765178,4.027015851,1
B2016\student4416,10216240,2026,1120,894,1006,54402,22516,46350,1838,0.005796653,13029,377,1.125279642,4.545245222,1
B2016\student4419,2314648,282,143,97,,13924,6358,11551,784,0.012536679,3404,120,,8.524676851,1
B2016\student4425,15313384,2324,1296,1990,2923,76371,43729,63203,8443,0.009691849,26935,550,1.468844221,5.510116948,0
B2016\student4430,7841776,3351,1947,1029,1263,27711,21883,22083,2216,0.007148381,13462,404,1.227405248,4.164017234,1
B2016\student4438,48,,,,,14,,,,0,,,,,0
B2016\student4460,0,,,,,11,,,,,,,,,0
B2016\student4469,4981976,929,453,459,398,17669,12045,14263,3323,0.006359123,7436,243,0.867102397,4.26048951,0
B2016\student4471,16511728,4916,3184,1275,1692,74258,51658,63617,11696,0.018232919,36236,439,1.327058824,8.308229385,0
B2016\student4473,6594256,887,370,426,620,41810,14917,37004,3310,0.0070478,9029,219,1.455399061,5.147303134,1
B2016\student4478,8704,,,,,1,,,319,0,,,,,0
B2016\student4495,3862200,786,411,414,425,18581,8801,15939,1003,0.007490808,4835,235,1.026570048,5.983660807,1
B2016\student4519,3365280,1054,687,158,75,22739,9565,18857,1146,0.006628572,4855,272,0.474683544,4.594644696,0
B2016\student4526,7179496,1183,488,837,718,25338,14050,21236,2087,0.004755069,8139,238,0.857825568,4.194495638,0
B2016\student4554,931280,196,119,91,127,5803,1381,5078,245,0.001786788,501,77,1.395604396,3.321357285,0
B2016\student4575,1445888,189,115,157,206,11749,3027,10281,374,0.001899179,750,101,1.312101911,3.661333333,1
B2016\student4587,959968,152,95,90,79,6161,1062,5548,104,0.002096945,283,138,0.877777778,7.113074205,0
B2016\student4599,7248,,,,,183,,,,0,,,,,0
B2016\student4602,14254720,3920,2197,607,631,71643,33876,58719,6247,0.004462732,17107,693,1.039538715,3.718653183,0
B2016\student4614,17232296,5515,3718,1381,1674,75018,29271,65883,4042,0.005403053,18105,491,1.212165098,5.142612538,1
B2016\student4628,17306048,4477,2782,1002,1155,100669,218525,82810,4405,0.05911939,203268,324,1.152694611,5.033369738,0
B2016\student4639,4932656,1645,889,167,49,30048,16915,25166,3863,0.015409954,9629,239,0.293413174,7.894069997,0
B2016\student4640,453408,85,23,59,2,2574,628,2288,176,0.011177571,293,67,0.033898305,17.29692833,0
B2016\student4644,135152,11,2,235,,977,181,864,716,0.00056233,43,2,,1.76744186,0
B2016\student4647,12492608,5865,3845,1080,2060,36928,22064,31147,1438,0.006055101,13970,377,1.907407407,5.414745884,0
B2016\student4659,13283336,3616,2037,1209,1479,64082,27159,55335,3908,0.005099321,15552,638,1.223325062,4.355452675,0
B2016\student4661,92872,20,11,14,3,373,109,313,653,0.000839866,39,2,0.214285714,2,0
B2016\student4665,1523552,168,62,119,83,13884,3844,11866,213,0.001069868,626,75,0.697478992,2.603833866,0
B2016\student4682,4533576,822,453,430,407,23151,8523,19411,1145,0.004900326,3580,663,0.946511628,6.205586592,0
B2016\student4733,2364224,410,211,193,313,17633,5190,15124,420,0.002188456,1801,48,1.621761658,2.872848418,0
B2016\student4736,3122760,671,471,236,166,18611,10267,15455,1965,0.004733313,5266,187,0.703389831,2.806874288,1
B2016\student4766,10905128,2065,1249,776,1202,51774,22935,43618,2354,0.013188474,12451,6812,1.548969072,11.55104008,0
B2016\student4770,2029880,601,377,217,277,13269,4799,10805,1019,0.004138176,1147,220,1.276497696,7.323452485,0
B2016\student4780,7439224,1830,934,941,1040,42792,16075,36896,2601,0.005207936,8092,156,1.105207226,4.787815126,0
B2016\student4804,7015192,1065,629,968,1036,32526,16084,26749,1171,0.004361819,8218,382,1.070247934,3.723412022,0
B2016\student4806,4662232,2224,1496,249,309,15616,10722,12777,796,0.007407825,6881,393,1.240963855,5.019183258,0
B2016\student4819,592216,134,58,67,52,3554,549,3028,49,0.003140746,73,243,0.776119403,25.47945205,0
B2016\student4824,2774816,664,329,292,364,19489,6911,16333,754,0.003267964,2116,86,1.246575342,4.285444234,0
B2016\student4825,2826768,907,402,433,547,13282,9412,9750,851,0.007784862,5267,229,1.263279446,4.178089994,0
B2016\student4852,13577136,3722,2540,992,2310,54351,21886,45727,7469,0.008942239,11766,1269,2.328629032,10.31871494,0
B2016\student4860,2915368,691,276,293,281,15710,4021,13807,490,0.00171745,1490,176,0.959044369,3.360402685,0
B2016\student4863,17520368,9304,6581,1259,1339,77707,57103,62053,8300,0.009060369,37403,693,1.063542494,4.244071331,0
B2016\student4867,2288224,400,180,334,838,12683,8579,10863,1999,0.009107063,6363,115,2.508982036,3.275027503,0
B2016\student4878,2839432,1050,766,156,47,11845,7469,9721,1953,0.016675518,5078,927,0.301282051,9.324340291,0
B2016\student4888,274728,,,1,,144,35,,,0.003883841,35,142,,30.48571429,0
B2016\student4903,144,,,,,8,,,,0,,,,,0
B2016\student4934,2163904,511,234,287,343,16321,4659,14271,942,0.004611572,1888,284,1.195121951,5.285487288,0
B2016\student4949,11837960,2727,1485,1132,1721,53362,25513,45628,2861,0.004579252,14198,359,1.520318021,3.818072968,0
B2016\student4959,8858488,2565,1474,1025,1715,40093,25144,34053,2568,0.009236565,16656,1493,1.673170732,4.912463977,0
B2016\student4973,8662920,2311,1061,664,229,48723,35277,40398,6673,0.013266197,24843,1139,0.344879518,4.626011351,0
B2016\student4982,7167736,2629,1891,503,585,32652,14484,27456,1637,0.00585108,7658,171,1.163021869,5.476495168,0
B2016\student4995,96032,35,30,4,,497,317,406,233,0.038705848,235,213,,15.81702128,0
B2016\student4998,1698592,456,392,257,255,6391,7357,4821,363,0.006986375,5349,86,0.992217899,2.218545523,0
B2016\student5015,954456,129,45,81,12,4684,1171,4136,224,0.002101721,577,110,0.148148148,3.47660312,0
B2016\student5078,16390576,7169,3725,2064,2098,48296,47674,39266,7557,0.010691876,36743,740,1.016472868,4.769507117,0
B2016\student5099,1098800,205,167,37,,3351,758,2750,61,0.00054059,132,87,,4.5,0
B2016\student5122,11136920,3062,1839,1213,1507,51617,19606,43872,2661,0.005350043,9242,408,1.242374279,6.446981173,0
B2016\student5129,8760936,1489,789,449,707,34529,18008,27446,2896,0.004049111,9491,319,1.574610245,3.737646191,0
B2016\student5140,10124792,2636,1681,792,1148,53327,22616,45161,4699,0.007803716,12537,363,1.449494949,6.302225413,0
B2016\student5154,72,,,,,70,,,,0,,,,,0
B2016\student5162,5908824,1849,1191,599,480,29333,13688,23621,897,0.006058397,6890,396,0.801335559,5.195645864,1
B2016\student5170,7020736,1893,990,1021,1834,32720,24048,27238,3051,0.008779564,17224,322,1.796278159,3.578669299,1
B2016\student5172,1446512,225,119,172,167,7367,2557,6156,640,0.003251961,880,224,0.970930233,5.345454545,0
B2016\student5185,12194656,5150,3122,845,1190,57438,40598,45524,5757,0.007593244,23691,587,1.408284024,3.908530666,0
B2016\student5222,14247136,2402,1422,346,288,79216,76167,62980,22098,0.014718046,52545,458,0.832369942,3.99067466,1
B2016\student5226,13241464,3722,1610,1196,1038,83439,21768,72189,1408,0.001748976,3688,269,0.867892977,6.279555315,0
B2016\student5236,8181304,2368,1400,656,342,45943,12641,39956,1471,0.003053059,4731,326,0.521341463,5.279644895,0
B2016\student5261,5292112,1007,529,485,535,31833,9878,27571,1363,0.007139305,4189,202,1.103092784,9.019336357,1
B2016\student5263,8006104,2161,1263,1148,121,29385,13530,25420,1062,0.004370415,8601,251,0.105400697,4.068131613,1
B2016\student5268,7118280,1912,1235,426,563,34246,15887,28659,5625,0.015876448,8908,576,1.321596244,12.68668612,1
B2016\student5284,2506672,756,510,492,628,9048,10374,7543,813,0.008846391,8514,315,1.276422764,2.604533709,0
B2016\student5296,26472,13,10,8,,12,74,4,,0.004684195,66,2,,1.878787879,0
B2016\student5298,1820760,375,212,195,305,9755,8385,7690,2353,0.017854632,5698,244,1.564102564,5.705335205,0
B2016\student5304,4960400,1737,881,594,477,23640,20287,19369,2008,0.017626603,14974,258,0.803030303,5.839121143,0
B2016\student5345,2304904,238,169,141,118,10838,4561,8569,334,0.002868232,1429,272,0.836879433,4.626312106,0
B2016\student5355,368840,51,14,103,,1746,377,1557,156,0.000772693,153,2,,1.862745098,0
B2016\student5366,184,,,,,1,,,1,0,,,,,0
B2016\student5370,4919336,1837,1167,472,870,22483,11158,18612,1514,0.006121355,6520,351,1.843220339,4.618558282,0
B2016\student5378,5297552,1807,978,577,452,33689,24034,27917,2273,0.012052926,16216,446,0.783362218,3.937530834,1
B2016\student5380,723480,170,57,91,69,4188,1837,3476,345,0.002031846,749,2,0.758241758,1.962616822,0
B2016\student5381,11544,,,,,7,78,,742,0.013686764,78,3,,2.025641026,0
B2016\student5397,12303552,3588,2150,1002,849,47386,42621,35224,11932,0.011619002,26925,251,0.847305389,5.309377902,0
B2016\student5399,1968,,,,,6,2,,,0,,,,,0
B2016\student5403,17998288,6569,4075,1302,1637,73476,38259,61673,5378,0.004069054,23123,553,1.257296467,3.167236085,1
B2016\student5412,12094848,3149,1920,1086,979,62519,62845,52796,256675,0.01843537,50097,302,0.901473297,4.450825399,0
B2016\student5413,11222768,2320,1324,768,857,62187,32882,52649,3588,0.006386125,21112,271,1.115885417,3.3947518,0
B2016\student5420,6353544,666,313,539,595,39083,9699,34296,1018,0.00558759,3372,171,1.103896104,10.52817319,1
B2016\student5441,5414872,3878,3163,166,138,25216,14270,21246,1507,0.012419684,10110,274,0.831325301,6.651928783,0
B2016\student5468,8461000,2406,1582,503,852,44414,12458,39170,1117,0.002616476,5575,322,1.693836978,3.970941704,0
B2016\student5470,9326296,2560,1694,1033,1409,41355,17126,35439,2338,0.006250391,9807,371,1.363988383,5.944019578,0
B2016\student5475,16184480,5210,3216,1288,1329,72068,41785,56795,7570,0.010391869,25811,2521,1.031832298,6.516097788,0
B2016\student5488,474216,69,25,15,,3793,567,3382,130,0,,,,,0
B2016\student5496,8766144,2599,1292,707,405,44954,14027,39336,1980,0.00399309,6916,155,0.572842999,5.061307114,1
B2016\student5512,409640,58,26,36,34,3326,887,2879,39,0.00129626,269,2,0.944444444,1.973977695,0
B2016\student5533,3669112,565,321,327,280,18731,4454,16504,570,0.00342726,1693,251,0.856269113,7.427643237,1
B2016\student5536,293184,69,47,31,44,1621,634,1395,157,0.00676026,337,218,1.419354839,5.881305638,0
B2016\student5542,6975760,1619,1004,485,330,29811,12378,25268,1265,0.003620107,5946,255,0.680412371,4.247056845,1
B2016\student5562,16054072,5134,3199,1882,2262,75503,38364,63401,8026,0.005283332,23000,499,1.201912859,3.687782609,0
B2016\student5573,7053544,1832,887,1229,1679,33077,15062,27180,1717,0.003690343,6684,350,1.366151343,3.894374626,0
B2016\student5581,9350008,3465,2273,914,1143,48641,38209,41348,4876,0.015461377,28043,488,1.250547046,5.155083265,0
B2016\student5603,4720024,1543,801,470,694,23751,17488,19429,1164,0.020289939,11314,343,1.476595745,8.464645572,0
B2016\student5611,2525792,206,134,177,157,23266,5684,20501,1841,0.006744023,2005,381,0.88700565,8.495760599,0
B2016\student5624,6091608,1157,483,694,452,38075,14300,32516,3110,0.007982785,6800,317,0.65129683,7.151176471,0
B2016\student5636,14093208,5282,3319,1976,3269,50701,27853,42631,2788,0.003786008,17102,147,1.654352227,3.119927494,0
B2016\student5659,5673720,1084,565,435,556,29451,8403,25698,1078,0.00716232,3761,1493,1.27816092,10.80483914,0
B2016\student5667,171376,54,19,4,,420,2081,294,117,0.032828401,1978,167,,2.844287159,0
B2016\student5673,1660240,288,111,158,100,9503,2170,8492,592,0.005337782,908,182,0.632911392,9.759911894,0
B2016\student5693,5713552,1329,914,293,306,28586,9677,24359,1672,0.009492519,4409,206,1.044368601,12.30120209,0
B2016\student5695,7899480,1490,915,612,533,40505,17184,34320,3781,0.004962732,9889,1493,0.870915033,3.964303772,0
B2016\student5713,6775416,1653,790,1016,998,27774,21391,22797,4275,0.013358589,14439,1493,0.982283465,6.268439643,0
B2016\student5741,8251832,2315,1437,616,992,38995,21843,31412,3095,0.007670297,11651,674,1.61038961,5.432495065,0
B2016\student5744,10685384,5413,3752,890,1003,55989,35247,45339,5325,0.012081831,21758,441,1.126966292,5.933403805,0
B2016\student5771,10618696,1493,608,928,1248,46401,18223,40792,2411,0.006011661,11020,188,1.344827586,5.792740472,0
B2016\student5774,88656,52,42,10,,284,349,208,21,0.006711334,254,20,,2.342519685,0
B2016\student5789,3011112,788,483,237,169,13314,4778,11377,1099,0.008143171,2424,233,0.713080169,10.11551155,0
B2016\student5800,10120712,3673,2372,811,636,50122,26873,43586,5937,0.017447883,17742,1493,0.784217016,9.952936535,0
B2016\student5804,287312,30,20,22,10,962,238,818,37,0.000675224,115,2,0.454545455,1.686956522,0
B2016\student5805,6005832,3251,2358,240,207,20961,10925,17299,1893,0.004683448,6199,322,0.8625,4.537506049,0
B2016\student5813,2620216,465,272,269,212,14151,4533,12616,318,0.003303926,2756,576,0.788104089,3.141146589,0
B2016\student5829,7954016,1151,548,388,404,35177,15380,30718,1753,0.005931218,8892,352,1.041237113,5.305555556,0
B2016\student5830,6667248,1385,614,715,989,30584,17097,26432,3136,0.00790986,12402,364,1.383216783,4.252298016,0
B2016\student5834,14504152,4525,2906,1223,1109,65734,34442,54672,3996,0.007207591,20342,324,0.90678659,5.13912103,0
B2016\student5842,3674952,596,468,188,10,20645,4964,18839,702,0.010214011,2965,262,0.053191489,12.65969646,0
B2016\student5860,8480144,2277,1378,341,328,44851,24303,38057,8196,0.01263304,16254,324,0.961876833,6.590992986,0
B2016\student5863,15055296,4294,3146,641,441,79579,34589,69122,4054,0.016308414,20556,383,0.68798752,11.94434715,0
B2016\student5867,9468824,2938,2015,1090,1245,46688,19908,39161,2238,0.004367596,9850,245,1.142201835,4.19857868,0
B2016\student5882,7048,5,,1,0,258,9,27,,0,,,0,,0
B2016\student5897,12152896,4710,3243,910,130,63595,22183,54899,3525,0.004719204,11061,1336,0.142857143,5.185064642,1
B2016\student5899,5798976,1770,926,769,1217,32866,24059,27098,3950,0.011641366,16569,323,1.582574772,4.074355725,0
B2016\student5915,5212560,1772,1079,593,228,17187,12575,14128,1902,0.009956336,8736,286,0.384485666,5.940705128,0
B2016\student5939,7072088,1329,573,579,535,38227,11046,33106,2239,0.002698354,4082,324,0.924006908,4.674914258,1
B2016\student5957,6680864,2934,1947,584,461,33575,10594,29316,1476,0.004889338,5773,436,0.789383562,5.658236619,1
B2016\student5961,6836752,1147,767,612,839,32992,23108,28059,2841,0.011067682,17405,347,1.370915033,4.3474289,0
B2016\student6001,52032,,,,,28,80,,21,0.0043627,76,3,,2.986842105,0
B2016\student6008,6707248,1924,1110,710,278,31411,14704,27044,1493,0.007661712,9216,231,0.391549296,5.576063368,0
B2016\student6010,14040824,5050,3166,983,961,70226,23953,59435,4447,0.009696867,9198,657,0.977619532,14.80234834,0
B2016\student6018,3934440,491,237,382,426,20683,6954,17332,790,0.00276024,2587,171,1.115183246,4.19791264,1
B2016\student6029,8873232,2054,1090,646,288,42033,42850,34564,4556,0.018216812,33363,1493,0.445820433,4.844947996,1
B2016\student6040,9344744,3047,2054,698,656,43885,14944,38263,2397,0.004186203,7188,351,0.93982808,5.442264886,0
B2016\student6049,136,,,,,1,,1,,0,,,,,0
B2016\student6053,3874688,876,493,310,216,19709,11592,17114,3139,0.009381917,8952,188,0.696774194,4.060768543,1
B2016\student6054,1522960,182,79,146,266,10069,1819,9129,508,0.002277801,574,135,1.821917808,6.043554007,0
B2016\student6109,2665448,634,398,304,152,17258,5309,15429,544,0.007981397,2907,251,0.5,7.318197454,0
B2016\student6121,625384,58,8,83,0,4153,640,3533,229,0.007272332,175,68,0,25.98857143,0
B2016\student6151,12424928,2952,1599,1227,774,52835,20338,44684,3036,0.003078569,8919,482,0.630806846,4.288709497,0
B2016\student6184,895432,186,92,97,47,4270,2231,3728,67,0.004270564,1429,34,0.484536082,2.675997201,1
B2016\student6198,3337832,1624,1060,439,637,16530,9142,14139,1134,0.009224251,6138,435,1.451025057,5.016129032,0
B2016\student6227,4485960,908,356,593,517,21219,149792,18580,749,1.194889611,146487,673,0.871838111,36.59182726,0
B2016\student6248,13027832,3531,2297,1486,2602,59645,21464,50295,3477,0.00482375,8969,290,1.751009421,7.006689709,0
B2016\student6252,2880,6,6,,,10,,,,0,,,,,0
B2016\student6255,8967912,2348,1125,763,289,42168,21953,35545,7242,0.017962264,14393,351,0.378768021,11.19182936,0
B2016\student6259,4700424,1629,1129,338,286,28880,10322,24238,1757,0.00597861,3970,389,0.846153846,7.078589421,0
B2016\student6267,3520312,1033,501,406,462,15190,12783,12008,1337,0.006767014,8698,171,1.137931034,2.738790527,0
B2016\student6303,7025640,1017,506,506,477,44906,38174,38394,3108,0.018908455,29762,260,0.942687747,4.463544117,1
B2016\student6321,10327768,3473,2405,1349,114,52284,521578,45474,117538,0.274508296,511649,217,0.084507042,5.541021286,0
B2016\student6332,2192384,525,246,239,321,15119,3943,13284,697,0.001539876,1304,112,1.343096234,2.588957055,0
B2016\student6353,2788536,1222,976,336,,15671,6729,13270,308,0.004160606,3520,324,,3.296022727,1
B2016\student6357,493920,83,42,118,25,1814,878,1577,315,0.024609248,624,178,0.211864407,19.47916667,0
B2016\student6363,7457984,975,488,426,445,36470,7993,32476,790,0.002729156,2890,341,1.044600939,7.042906574,0
B2016\student6364,11464184,3200,1715,1092,1649,44316,29376,34775,4576,0.00869351,17343,645,1.51007326,5.746641296,0
B2016\student6369,4591608,1118,719,329,323,25961,12859,21123,1764,0.005376766,5949,1493,0.981762918,4.149941167,0
B2016\student6403,8848304,1072,556,425,476,32846,17727,27425,3472,0.008503437,11468,286,1.12,6.560952215,0
B2016\student6410,244608,134,111,48,11,889,2025,686,526,0.122048339,1856,369,0.229166667,16.08512931,0
B2016\student6419,13870568,2374,1523,986,844,72728,26632,64196,3834,0.004276177,15248,417,0.855983773,3.889887198,0
B2016\student6458,3402688,852,585,396,1145,18232,9729,15158,2010,0.004968719,6131,189,2.891414141,2.757625183,0
B2016\student6462,6723432,1761,1080,408,491,34989,12793,30245,1721,0.006059405,6096,322,1.203431373,6.683070866,0
B2016\student6468,252472,94,71,22,,1487,2021,1106,51,0.013763903,1503,3,,2.312042582,0
B2016\student6484,14688704,2292,1459,853,970,68056,22840,59114,5898,0.003739336,9920,571,1.137162954,5.536895161,0
B2016\student6497,9435488,1477,718,872,1278,46605,19364,38236,7946,0.011865205,8310,324,1.46559633,13.47220217,0
B2016\student6507,12528696,2945,1950,694,1077,63643,41191,53892,4113,0.011486032,27547,564,1.551873199,5.223980833,1
B2016\student6516,3813008,1461,893,479,557,10942,8520,8934,1192,0.013233909,5674,346,1.162839248,8.893373282,1
B2016\student6534,966488,131,45,90,25,7843,2729,6669,403,0.007080274,1124,69,0.277777778,6.088078292,0
B2016\student6545,1351376,104,46,76,76,7353,2282,6358,624,0.00220812,1320,3,1,2.260606061,0
B2016\student6547,5411544,1612,1115,492,217,30574,14161,26029,2236,0.007700021,7470,624,0.441056911,5.578179384,1
