student_assignment,total_time,compiled,compiled_successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,average_test_results
A2017\student6011,4768856,822,612,378,323,28832,7960,24760,937,0.854497354
A2017\student6018,2904920,456,316,469,341,14101,5142,12148,278,0.727078891
A2017\student6029,1473800,16,11,2,,249,92,218,26,
A2017\student6040,3976,,,1,,3,151,,69,
A2017\student6049,7760,,,,,5,268,2,,
A2017\student6053,5008488,1224,844,664,690,26186,344739,22969,2330,1.039156627
A2017\student6054,5123136,765,531,237,130,22764,60412,20200,649,0.548523207
A2017\student6080,39360,,,,,21,,,,
A2017\student6087,10079680,2591,1737,893,476,51953,21602,43433,3703,0.533034714
A2017\student6088,5950400,1872,1156,499,238,28918,74257,23084,2463,0.476953908
A2017\student6109,49152,98,98,,,12,1,,1,
A2017\student6121,8918480,2014,1141,949,696,48268,13305,42936,2009,0.733403583
A2017\student6151,2571136,17,10,1,,90,128,69,139,
A2017\student6156,8071200,1084,848,601,378,46869,22929,39705,2010,0.628951747
A2017\student6168,8776856,1687,1108,672,543,46711,20327,39849,9145,0.808035714
A2017\student6170,8029064,1182,782,938,192,36966,10471,32401,1646,0.204690832
A2017\student6172,6033768,1164,816,529,255,32718,13687,28108,1785,0.482041588
A2017\student6184,1984,,,,,136,,,,
A2017\student6195,10409728,1671,1035,1213,630,58778,18999,50122,2230,0.519373454
A2017\student6198,48,,,,,140,,,,
A2017\student6216,5124672,1537,1003,842,271,24343,9318,20430,1146,0.321852732
A2017\student6227,480,,,,,1,,,28,
A2017\student6248,1443224,5,4,4,30,174,343,149,14,7.5
A2017\student6255,1321864,12,11,,,131,123,93,19,
A2017\student6259,2880,,,,,1,1,,,
A2017\student6267,66720,,,,,146,,,,
A2017\student6303,4596848,1486,1297,309,581,18493,7400,15859,819,1.8802589
A2017\student6310,9031504,2110,1528,434,334,49018,12791,42352,1526,0.769585253
A2017\student6320,3839984,497,264,470,232,22855,5389,20587,570,0.493617021
A2017\student6328,5386992,1457,863,855,470,26486,19629,21810,1326,0.549707602
A2017\student6329,3531880,859,455,274,205,19751,5846,16840,1305,0.748175182
A2017\student6332,11455560,3322,2447,1159,508,57196,16462,49443,2381,0.438308887
A2017\student6346,8217880,2155,1460,911,465,39430,64367,34097,2910,0.510428101
A2017\student6349,3352040,571,252,243,99,20263,5068,17914,1017,0.407407407
A2017\student6357,4470720,638,480,692,544,25554,6944,22887,680,0.786127168
A2017\student6363,0,,,,,134,,,,
A2017\student6369,7757392,2370,1934,552,288,44002,18278,35980,1717,0.52173913
A2017\student6374,4721152,704,396,389,218,25333,5874,22522,1096,0.560411311
A2017\student6376,7198384,1617,1063,494,375,35487,188007,29952,1530,0.759109312
A2017\student6403,41128,,,,,245,195,190,61,
A2017\student6410,1334536,450,345,170,,6220,2831,4920,659,
A2017\student6419,99360,,,1,,43,2,1,,
A2017\student6441,2079216,154,44,223,79,14116,3041,12549,326,0.35426009
A2017\student6455,9326664,2791,1852,706,294,57921,20431,49876,2555,0.416430595
A2017\student6468,5010768,1142,958,514,193,30978,11440,25810,1717,0.375486381
A2017\student6471,9327336,3614,2205,1097,437,45796,21462,38728,4888,0.398359161
A2017\student6484,2560192,41,17,7,,924,382,795,34,
A2017\student6516,3100432,1146,896,180,77,12870,7590,10331,722,0.427777778
A2017\student6517,9181104,1742,1224,683,292,48147,18103,38082,2213,0.427525622
A2017\student6522,9313136,1760,1234,628,328,52308,13601,44883,2970,0.522292994
A2017\student6542,6804696,989,657,905,516,35467,198317,31123,902,0.570165746
A2017\student6545,2747720,256,162,229,162,14070,3810,12071,249,0.707423581
A2017\student6548,1848728,549,421,105,125,8310,3589,6808,369,1.19047619
A2017\student6553,6447376,1232,832,718,1050,31351,17053,26568,1259,1.462395543
A2017\student6558,8456008,2330,1772,590,716,48569,19245,40969,2103,1.213559322
A2017\student6571,32640,,,,,4,,,,
A2017\student6582,4093400,950,509,359,159,27654,8850,23360,1214,0.442896936
A2017\student6594,0,,,,,1,,,20,
A2017\student6604,66240,,,,,1,1,,,
A2017\student6609,3054656,499,372,242,318,19722,4759,17030,627,1.314049587
A2017\student6613,84088,3,2,,,111,13,66,23,
A2017\student6617,16800,,,,,1,,,22,
A2017\student6634,4019448,577,378,405,209,19752,7423,17748,432,0.516049383
A2017\student6635,2643592,549,288,287,105,14323,4767,12220,682,0.365853659
A2017\student6656,10761448,3409,2599,1429,863,51184,44933,43569,2181,0.603918824
A2017\student6681,5741944,1734,1156,344,91,36219,15412,31331,1668,0.264534884
A2017\student6683,4330240,1122,668,289,279,28969,6345,25673,1149,0.965397924
A2017\student6705,11656,10,10,10,,51,12,45,,
A2017\student6707,480,2,,,,24,,,,
A2017\student6711,66240,,,,,1,58,,,
A2017\student6720,28768,9,3,18,,116,285,104,,
A2017\student6723,4985928,801,441,366,225,27805,9781,23612,1555,0.614754098
A2017\student6740,2000,,,,,25,,3,,
A2017\student6743,3521480,424,323,230,95,17238,7032,14659,835,0.413043478
A2017\student6774,6053336,1868,1157,808,484,34919,21399,29200,2571,0.599009901
A2017\student6781,0,,,,,136,,,,
A2017\student6787,0,,,,,6,,,,
A2017\student6790,6360048,996,722,426,458,38904,10232,34391,1576,1.075117371
A2017\student6792,7479032,1430,954,956,411,42802,14510,36559,2711,0.429916318
A2017\student6795,6558376,1771,1230,960,381,30222,79555,24644,2810,0.396875
A2017\student6801,370024,55,25,33,32,1717,408,1498,373,0.96969697
A2017\student6813,6371008,1097,703,426,159,32527,13017,26500,2619,0.373239437
A2017\student6815,2896,,,,,6,41,,,
A2017\student6822,6688,4,,,,15,,,130,
A2017\student6824,0,,,,,2,,,,
A2017\student6854,61440,,,,,4,,,,
A2017\student6874,24000,,,,,15,,,,
A2017\student6877,6166368,1394,1064,320,154,27609,9894,22922,1301,0.48125
A2017\student6889,24,,,,,132,,,,
A2017\student6900,6935616,2184,1903,467,357,39398,58807,31250,3336,0.764453961
A2017\student6913,0,,,,,1,47,,,
A2017\student6915,2876656,321,208,179,176,24120,4588,21155,607,0.983240223
A2017\student6924,57600,,,,,1,8,,,
A2017\student6931,5841664,727,428,570,367,36782,10198,31515,1035,0.643859649
A2017\student6936,1839376,322,152,235,68,12802,4416,10598,855,0.289361702
A2017\student6953,261072,120,106,,,1356,207,1230,44,
A2017\student6960,2395888,1,1,3,,110,17,98,381,
A2017\student6966,4826488,853,553,295,131,25634,6156,22198,1140,0.444067797
A2017\student6978,65760,,,,,1,6,,,
A2017\student6995,248192,39,32,16,53,1558,467,1339,19,3.3125
A2017\student7001,3447016,123,75,123,323,54,708,,29,2.62601626
A2017\student7013,0,,,,,9,,,,
A2017\student7019,36000,,,,,1,8,,,
A2017\student7040,3544,,,,,1,5,,,
A2017\student7043,5418952,1189,771,400,92,26439,7620,23003,1906,0.23
A2017\student7050,5867704,1479,958,536,165,31122,9250,27337,1444,0.307835821
A2017\student7051,7729560,1420,841,1907,959,45330,68783,38174,4978,0.502884111
A2017\student7085,14824,7,4,,,53,1,51,24,
A2017\student7090,5625136,1286,1007,395,453,28387,7835,24788,971,1.146835443
A2017\student7094,3408744,547,242,365,267,16816,4633,14377,1319,0.731506849
A2017\student7119,24960,,,,,3,,,,
A2017\student7123,1398528,171,109,146,53,11383,4352,9902,153,0.363013699
A2017\student7125,0,,,,,11,,,,
A2017\student7135,66240,,,,,1,8,,,
A2017\student7136,36480,,,,,2,12,,,
A2017\student7153,39360,,,,,1,,1,,
A2017\student7173,480,,,,,1,,,20,
A2017\student7178,2663480,455,212,370,101,17985,4875,15431,359,0.272972973
A2017\student7193,1114800,491,383,261,404,6194,2051,5244,227,1.54789272
A2017\student7196,5600200,204,123,796,558,24216,9094,20128,831,0.701005025
A2017\student7197,0,,,,,11,,,,
A2017\student7200,4887704,1317,998,444,202,25899,11571,21460,1914,0.454954955
A2017\student7232,1968,,,,,2,2,,,
A2017\student7249,51784,24,2,,,205,48,177,26,
A2017\student7277,7215536,1748,1287,568,238,43146,12900,36490,1548,0.419014085
A2017\student7293,7994360,1196,772,1193,340,33562,10134,28604,1467,0.284995809
A2017\student7297,6993336,1192,731,426,266,41400,7339,37000,1930,0.624413146
A2017\student7320,1411792,21,20,4,,210,174,172,32,
A2017\student7331,405824,153,125,63,308,1650,1124,1462,496,4.888888889
A2017\student7335,66720,,,,,1,,,6,
A2017\student7341,0,,,,,1,,,20,
A2017\student7343,5181448,1100,613,350,123,24485,7256,21169,823,0.351428571
A2017\student7346,25440,,,,,10,,,,
A2017\student7356,8640,,,,,17,,,,
A2017\student7368,6804960,929,653,358,370,22454,5516,19743,631,1.033519553
A2017\student7369,10226520,3591,2459,1652,981,54353,24569,43745,3704,0.593825666
A2017\student7370,36480,,,,,1,,,8,
A2017\student7380,38208,11,7,5,10,330,83,279,12,2
A2017\student7382,5668352,1619,779,756,639,34245,10091,29818,2086,0.845238095
A2017\student7386,956128,221,131,101,526,5429,5570,4381,1582,5.207920792
A2017\student7411,480,,,,,21,,,,
A2017\student7421,639872,167,107,98,,2963,1631,2343,229,
A2017\student7425,958872,129,101,67,301,5020,1443,4287,136,4.492537313
A2017\student7429,1442736,217,122,75,114,5335,1333,4788,189,1.52
A2017\student7438,160,,,,,1,,1,,
A2017\student7443,1603520,161,91,120,60,7045,3112,6125,651,0.5
A2017\student7444,1904,,,,,31,4,5,,
A2017\student7457,0,,,,,1,,,23,
A2017\student7479,5611240,915,572,742,310,35423,27001,29980,1988,0.417789757
A2017\student7485,11624136,1591,1193,558,771,61032,17744,50858,2822,1.38172043
A2017\student7492,222288,48,15,3,,1317,165,1232,78,
A2017\student7495,7232952,1179,432,538,88,38881,8548,33961,1152,0.163568773
A2017\student7501,2832600,909,696,345,443,13094,5262,10716,705,1.284057971
A2017\student7514,548528,32,17,163,98,1451,937,1281,252,0.601226994
A2017\student7525,12896,1,1,,,2,19,,,
A2017\student7537,10417608,1843,1141,1391,535,51293,17246,44312,4141,0.384615385
A2017\student7540,29760,,,,,1,,,709,
A2017\student7546,7423008,1894,1229,506,320,36431,11471,31150,1533,0.632411067
A2017\student7582,6345872,1061,818,607,229,27054,7370,23282,914,0.377265239
A2017\student7589,316968,153,139,3,0,1835,357,1587,37,0
A2017\student7597,0,,,,,1,1,,,
A2017\student7616,22080,,,,,1,4,,,
A2017\student7629,2071272,345,183,154,30,12562,2696,11231,1071,0.194805195
A2017\student7632,2922752,687,313,215,67,16916,143270,14791,579,0.311627907
A2017\student7633,4154152,807,450,417,173,20038,8034,17317,1616,0.414868106
A2017\student7643,553608,114,100,59,64,1913,1468,1265,377,1.084745763
A2017\student7665,2889488,12,5,16,39,748,92,690,19,2.4375
A2017\student7673,5299008,1787,1441,646,603,28575,11068,24229,1586,0.933436533
A2017\student7677,624,,,,,1,16,,,
A2017\student7678,66240,,,,,1,,,22,
A2017\student7697,984792,227,132,109,204,6495,1731,5549,294,1.871559633
A2017\student7700,1381192,163,66,47,18,7995,1679,6968,1091,0.382978723
A2017\student7704,2347424,331,208,286,239,12015,2929,10392,346,0.835664336
A2017\student7708,2066728,467,233,225,189,12742,4320,10897,387,0.84
A2017\student7709,8223080,2155,1507,732,292,43532,18320,37365,2144,0.398907104
A2017\student7742,6218416,1599,1011,829,486,40208,14622,34500,2432,0.586248492
A2017\student7755,0,,,,,1,1,,,
A2017\student7769,4249704,743,407,895,484,21075,7842,17366,866,0.540782123
A2017\student7771,10704,6,6,,,31,60,12,,
A2017\student7774,48,,,,,1,,,571,
A2017\student7778,5967200,1471,747,548,422,29463,273646,25749,71584,0.770072993
A2017\student7791,327944,60,45,53,13,1873,669,1489,211,0.245283019
A2017\student7795,8579056,3517,2905,621,411,44639,288372,31325,44834,0.661835749
A2017\student7799,1918400,436,314,224,146,11589,3477,9722,464,0.651785714
A2017\student7802,2428336,27,20,,,179,149,136,28,
A2017\student7823,1194856,580,517,53,3,5713,1542,5127,117,0.056603774
A2017\student7834,39360,,,,,69,,,,
A2017\student7857,264960,,,,,140,15,,,
A2017\student7868,0,,,,,1,,,143,
A2017\student7880,2400,6,6,6,,1,,,57,
A2017\student7882,64,,,,,1,,,1269,
A2017\student7888,200496,28,24,1,0,482,1346,287,562,0
A2017\student7891,18240,,,,,1,,,22,
A2017\student7906,5313944,1044,578,596,336,25490,35697,20760,1531,0.563758389
A2017\student7911,4779840,926,737,561,229,22216,15079,18560,898,0.408199643
A2017\student7936,6744672,1332,918,962,828,36846,11669,30652,2182,0.860706861
A2017\student7945,6351616,1870,1336,809,534,40006,90475,33894,2440,0.660074166
A2017\student7956,886832,265,235,52,,4323,2311,3542,207,
A2017\student7970,2142720,156,123,46,109,8161,1113,7532,56,2.369565217
A2017\student7977,66240,,,,,1,,,8,
A2017\student7980,,,,,,,,,,
A2017\student7985,17315760,3220,2551,967,1045,73291,30820,60845,4400,1.080661841
A2017\student8003,412320,,,,,1,1,,,
A2017\student8004,0,,,,,1,1,,,
A2017\student8006,2485888,132,120,19,,2003,892,1488,158,
A2017\student8011,1696552,246,114,140,28,7870,3395,6674,55546,0.2
A2017\student8025,66240,,,,,1,10,,,
A2017\student8029,1210840,54,31,20,,1626,598,1355,42,
A2017\student8035,1228192,345,255,45,,7589,2513,6178,366,
A2017\student8043,960,,,2,,1,,,24,
A2017\student8051,1526280,24,8,1,,122,82,105,60,
A2017\student8055,225256,23,20,,,1275,248,1118,35,
A2017\student8067,5560152,1384,996,405,390,23991,7209,21317,793,0.962962963
A2017\student8069,1028352,116,81,118,531,4582,1577,4156,69,4.5
A2017\student8070,4115208,1560,1121,130,120,24356,145506,20919,139360,0.923076923
A2017\student8085,64800,,,,,10,,,,
A2017\student8089,5957280,1601,1257,432,90,29515,11864,25184,2458,0.208333333
A2017\student8100,1479080,216,155,204,655,6498,2620,5551,195,3.210784314
A2017\student8118,2664816,7,2,1,,39,19,35,30,
A2017\student8119,39360,,,,,93,,,,
A2017\student8133,2232816,289,174,354,276,10781,3755,9279,669,0.779661017
A2017\student8139,65760,,,,,5,,,,
A2017\student8142,3169568,990,707,499,110,18675,6675,15338,921,0.220440882
A2017\student8152,382896,147,110,39,,1820,650,1444,83,
A2017\student8157,5311344,1273,950,450,244,25013,10536,21697,810,0.542222222
A2017\student8172,1900800,238,77,179,147,13217,4213,11330,686,0.82122905
A2017\student8176,5265120,1449,933,257,22,28804,99328,23180,1443,0.085603113
A2017\student8187,3003216,344,217,272,302,12943,36042,10895,608,1.110294118
A2017\student8189,48,,,,,16,,,,
A2017\student8192,1758176,103,67,205,125,5512,3160,4615,188,0.609756098
A2017\student8195,39840,,,,,1,,,20,
A2017\student8199,1396344,11,11,7,,197,41,169,764,
A2017\student8209,48,,,,,11,,,,
A2017\student8224,0,,,,,1,,,19,
A2017\student8257,6789032,1486,1180,466,302,27401,11730,21628,1403,0.64806867
A2017\student8264,2801240,419,274,254,188,11835,4202,10219,306,0.74015748
A2017\student8267,4469120,952,609,561,309,21260,6543,17703,1006,0.550802139
A2017\student8288,595264,155,123,50,16,2730,1781,2078,222,0.32
A2017\student8295,8152640,1915,1295,1202,340,34086,15643,28083,2942,0.282861897
A2017\student8298,3177496,602,360,234,129,15217,5260,13150,1277,0.551282051
A2017\student8308,0,,,,,1,1,,,
A2017\student8313,5738056,1643,1043,345,177,28837,11594,23638,1751,0.513043478
A2017\student8317,1904968,134,98,109,154,4117,1007,3637,890,1.412844037
A2017\student8319,678304,113,97,67,,2851,831,2116,248,
A2017\student8329,1712,,,,,1,,,26,
A2017\student8337,2880,,,,,1,21,,,
A2017\student8349,0,,,,,9,,,,
A2017\student8357,1276288,244,208,179,236,5423,1726,4629,295,1.318435754
A2017\student8363,24000,50,50,,,1,,,15,
A2017\student8387,112,,,,,10,,,,
A2017\student8389,1056,,,,,139,,,,
A2017\student8393,0,,,,,1,,,83,
A2017\student8412,7277544,1603,1105,823,414,32066,14308,27179,987,0.503037667
A2017\student8416,4212320,1158,752,428,137,23444,11180,20224,816,0.320093458
A2017\student8419,7010120,1932,1228,679,494,34954,7319,31003,1310,0.727540501
A2017\student8467,6335136,2110,1539,726,448,34396,14358,28230,2894,0.61707989
A2017\student8480,5446552,815,573,773,691,19945,14355,15717,908,0.893919793
A2017\student8486,3818800,901,454,178,40,22280,364219,19045,1420,0.224719101
A2017\student8500,0,,,,,1,,,6,
A2017\student8503,4147912,571,329,682,356,21936,7283,18943,918,0.521994135
A2017\student8518,459280,81,65,21,38,1376,584,1106,127,1.80952381
A2017\student8522,2306688,375,207,318,242,15194,6582,13097,2537,0.761006289
A2017\student8524,680328,18,4,242,269,2254,2127,1163,690,1.111570248
A2017\student8532,912,1,1,,,5,100,,90,
A2017\student8540,56160,,,,,1,,,23,
A2017\student8560,12287432,871,475,1889,2343,73189,18715,63907,2435,1.240338804
A2017\student8561,4546184,802,522,437,108,20467,5842,17734,725,0.247139588
A2017\student8566,6810872,1887,1057,304,140,35188,10589,30075,1941,0.460526316
A2017\student8576,1379096,886,726,70,10,9587,7352,6934,1084,0.142857143
A2017\student8593,5480,3,,,,144,7,52,,
A2017\student8598,0,,,,,1,,,39,
A2017\student8599,45696,9,6,,,159,11,140,49,
A2017\student8616,36960,,,,,2,17,,,
A2017\student8626,1675888,408,234,72,0,9978,1431,9156,608,0
A2017\student8631,6033248,999,678,226,32,17586,7398,14231,1482,0.14159292
A2017\student8638,0,,,,,1,2,,,
A2017\student8665,7296,2,,1,,5,100,1,27,
A2017\student8670,477648,165,130,12,,3081,5738,1720,178,
A2017\student8674,3221552,623,443,290,221,20433,6406,17476,574,0.762068966
A2017\student8705,8535784,1494,1215,1250,761,42534,51083,34444,7211,0.6088
A2017\student8724,11520,,,,,12,,,,
A2017\student8730,66240,,,,,1,,1,,
A2017\student8733,41280,,,86,,8,,,,
A2017\student8747,66720,,,,,7,,,,
A2017\student8753,2574296,664,448,458,113,12305,4203,10294,501,0.246724891
A2017\student8754,6315704,1869,1387,395,126,32096,115910,26541,2386,0.318987342
A2017\student8774,528,,,,,1,,,25,
A2017\student8776,0,,,,,1,1,,,
A2017\student8780,480,,,,,1,,,40,
A2017\student8794,14502696,3681,2654,1388,942,75505,81898,64277,4502,0.678674352
A2017\student8797,2594720,8,4,1,,192,24,177,21,
A2017\student8801,36000,,,,,1,1,,,
A2017\student8815,6452704,1145,812,693,458,35612,10778,30456,1773,0.660894661
A2017\student8819,1003232,100,89,15,,3,,,,
A2017\student8846,280632,88,53,27,,1377,838,1057,208,
A2017\student8853,4773640,788,570,382,523,18521,40743,15532,1483,1.369109948
A2017\student8854,3682424,163,132,31,,3831,1985,3045,198,
A2017\student8856,1088920,163,99,86,76,6910,1746,6105,388,0.88372093
A2017\student8859,6861472,700,486,563,316,30162,6989,26583,684,0.561278863
A2017\student8860,357736,108,99,54,35,1185,1638,914,212,0.648148148
A2017\student8863,7744096,2033,1705,533,365,46556,14944,40997,3215,0.684803002
A2017\student8864,3347760,696,588,177,264,11286,4385,9387,581,1.491525424
A2017\student8886,3453112,36,8,,,1046,190,914,86,
A2017\student8892,2266672,469,319,471,0,10348,3872,8812,455,0
A2017\student8909,7680,,,,,4,,,,
A2017\student8923,3966136,725,551,382,610,14565,7597,12528,660,1.596858639
A2017\student8954,1632376,461,314,59,122,9124,4299,7828,528,2.06779661
A2017\student8957,423008,61,44,47,212,2011,561,1716,29,4.510638298
A2017\student8959,5316608,1831,1415,448,407,26281,39673,21905,590,0.908482143
A2017\student8964,1488,,,,,1,,1,,
A2017\student8971,2687296,446,255,111,19,18418,4658,15821,714,0.171171171
A2017\student8986,0,,,,,3,,,,
A2017\student8993,66240,,,,,11,,,,
A2017\student8997,6852088,1828,1163,668,133,37305,11924,32141,1426,0.199101796
A2017\student9029,24344,3,,11,,17,355,3,2,
A2017\student9048,8785032,2479,1823,520,443,46831,22057,38589,3490,0.851923077
A2017\student9071,5280,,,,,1,,,20,
A2017\student9073,3090936,452,234,288,49,20198,5439,17922,841,0.170138889
A2017\student9081,12367376,4312,3345,1133,871,71122,98379,55639,3295,0.768755516
A2017\student9097,2355688,178,161,,,1086,1709,869,918,
A2017\student9105,9861272,1855,1310,637,371,49972,45252,42310,33939,0.582417582
A2017\student9113,8390896,1898,1411,1304,388,37294,11461,31412,1229,0.297546012
A2017\student9125,3961664,765,551,273,250,23289,8781,19615,958,0.915750916
A2017\student9128,6858192,1564,1097,759,380,31607,66302,26661,1360,0.500658762
A2017\student9129,72,,,,,17,,,,
A2017\student9141,5067000,1460,1197,402,272,21402,9814,17537,2329,0.676616915
A2017\student9155,5212800,1230,652,405,77,30969,10314,26187,2663,0.190123457
A2017\student9160,528,,,2,,1,,,26,
A2017\student9163,66240,,,,,1,8,,,
A2017\student9175,1164504,332,299,62,60,6163,115765,5222,580,0.967741935
A2017\student9176,1794904,424,226,140,138,10636,2178,9494,380,0.985714286
A2017\student9188,0,,,,,10,,,,
A2017\student9200,9120,,,,,26,,,,
A2017\student9201,3174336,296,136,359,194,21740,6190,18302,1638,0.540389972
A2017\student9221,4474824,913,578,377,209,25896,8104,22308,1403,0.554376658
A2017\student9238,683368,90,23,85,48,3311,445,3023,47,0.564705882
A2017\student9269,2054912,295,129,151,23,13390,2465,11917,523,0.152317881
A2017\student9272,0,,,,,1,1,,,
A2017\student9273,14304,5,2,1,0,26,759,11,324,0
A2017\student9275,6315944,1386,862,403,334,40197,12760,35743,1919,0.828784119
A2017\student9281,4306488,1373,898,381,376,19588,7682,16590,854,0.98687664
A2017\student9296,2175880,12,6,2,,174,71,138,41,
A2017\student9307,12132608,2779,1981,1586,1073,59229,150522,50050,6372,0.676544767
A2017\student9315,1726280,584,499,,,7399,17107,5219,2520,
A2017\student9318,6018240,1124,884,440,488,31168,282112,25437,3128,1.109090909
A2017\student9321,40320,85,85,,,437,,,,
A2017\student9340,55680,,,,,5,,,,
A2017\student9352,0,,,,,1,,,44,
A2017\student9358,66720,,,,,1,,,19,
A2017\student9359,2880,,,,,4,,,,
A2017\student9361,24608,,,,,1,1,,,
A2017\student9385,569008,41,20,90,301,3965,1170,3474,41,3.344444444
A2017\student9388,1616808,312,227,163,155,9033,2654,8031,240,0.950920245
A2017\student9391,5037960,807,495,557,375,29411,6805,25676,856,0.673249551
A2017\student9416,9700760,2326,1577,776,371,51878,40999,45014,1802,0.478092784
A2017\student9438,509992,112,48,5,0,3180,851,2843,311,0
A2017\student9439,5395520,1979,1274,555,447,25400,160348,21643,1400,0.805405405
A2017\student9447,512,,,,,1,1,,,
A2017\student9451,2381512,488,260,154,403,13291,3857,11587,525,2.616883117
A2017\student9458,224,,,1,,4,,,,
A2017\student9464,2661520,724,553,295,80,13163,4228,10883,531,0.271186441
A2017\student9466,1080,,,,,1,8,,,
A2017\student9473,60960,,,,,1,,,22,
A2017\student9475,9610768,1398,1012,659,507,53946,141016,45768,3638,0.769347496
A2017\student9476,48,,,,,1,2,,,
A2017\student9482,2536,,,,,1,8,,,
A2017\student9486,6446672,1357,772,660,301,36324,9910,31704,1115,0.456060606
A2017\student9498,12076280,3029,2026,1197,684,49376,18083,41974,2246,0.571428571
A2017\student9524,0,,,,,14,,,,
A2017\student9527,3550888,964,642,224,1,21838,6340,19032,662,0.004464286
A2017\student9531,5039536,1407,961,349,271,25953,9390,21950,1011,0.776504298
A2017\student9538,1310552,210,145,76,56,3122,3274,2541,261,0.736842105
A2017\student9542,5015144,715,432,408,295,30988,9379,27053,1033,0.723039216
A2017\student9547,8441344,2001,964,717,576,46229,10543,40815,1717,0.80334728
A2017\student9557,64,,,,,134,,,,
A2017\student9564,64320,,,,,7,,,,
A2017\student9567,6998448,2289,1638,936,472,30236,106532,25357,3261,0.504273504
A2017\student9569,5814400,1006,705,374,312,28030,11685,22978,1593,0.834224599
A2017\student9570,2409336,384,184,112,64,12269,3429,10721,570,0.571428571
A2017\student9589,14880,,,,,1,,1,,
A2017\student9601,1178448,40,30,,,528,302,460,43,
A2017\student9613,6036424,1173,716,479,420,36024,17673,30210,2005,0.876826722
A2017\student9624,26400,,,55,0,1,,,43,0
A2017\student9636,28800,,,,,1,,,8,
A2017\student9669,3882336,1577,1103,505,261,20504,11884,15908,2135,0.516831683
A2017\student9671,6472224,2194,1082,544,45,35152,10819,29986,1713,0.082720588
A2017\student9675,65280,,,,,1,,,6,
A2017\student9705,3120848,639,439,632,97,17959,16032,14758,1117,0.153481013
A2017\student9805,2542288,800,589,458,142,12929,7816,10770,660,0.310043668
A2017\student9824,7248840,2165,1400,836,257,34746,13427,28656,1844,0.307416268
A2017\student9825,2502600,457,220,203,175,9978,4310,8709,1424,0.862068966
A2017\student9837,4184584,724,396,562,307,21827,7538,18615,956,0.546263345
A2017\student9864,1656776,335,223,80,,10129,2781,8813,914,
A2017\student9870,3226328,838,466,347,107,18669,6407,16147,743,0.308357349
A2017\student9884,4760248,1599,1161,436,312,25708,9480,22301,840,0.71559633
A2017\student9887,66240,,,,,1,,1,,
A2017\student9897,10560,,,,,1,1,,,
A2017\student9923,40,,,,,1,1,,,
A2017\student9924,182280,17,16,6,,612,564,382,55,
A2017\student9931,2487864,197,125,48,149,66,1129,2,22,3.104166667
A2017\student9945,2448,,,,,135,,,,
A2017\student9946,6034736,1066,704,512,277,25177,11444,22005,1219,0.541015625
A2017\student9949,13319704,3441,2666,1725,1540,71411,25862,60491,4224,0.892753623
A2017\student9952,36000,,,,,1,1,,,
A2017\student9964,4209296,880,443,420,199,27463,41806,23751,35341,0.473809524
A2017\student9972,67200,30,30,30,,11,,,,
A2017\student9981,3189120,660,370,269,210,16596,127387,14507,676,0.780669145
A2017\student9986,3343904,604,341,319,166,23803,7487,20288,1797,0.520376176
A2017\student9993,7861144,1032,585,816,288,40376,14919,33785,2630,0.352941176
