student_assignment,total_time,compiled,compiled successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,average_test_results
B2016\student9352,7245232,1453,653,1123,1813,33253,15629,28721,1799,1.614425646
B2016\student9358,10302016,1910,1059,1284,1810,34459,17083,27362,1919,1.409657321
B2016\student9359,194128,93,61,2,,1683,757,1438,112,
B2016\student9388,2036376,711,499,133,178,11338,4434,9951,484,1.338345865
B2016\student9391,8414120,1417,569,663,211,55432,16121,48724,3154,0.318250377
B2016\student9438,330376,94,60,12,,1518,361,1290,363,
B2016\student9443,12014448,2509,1331,772,826,62032,12138,56256,1720,1.069948187
B2016\student9447,6333784,929,539,370,290,37964,12921,33623,1762,0.783783784
B2016\student9451,1727144,440,161,141,206,9231,2868,8091,421,1.460992908
B2016\student9458,4220496,1171,755,279,9,20559,7128,17839,1288,0.032258065
B2016\student9463,6480224,1703,1053,1043,1684,30405,16149,25514,2056,1.614573346
B2016\student9464,3943256,1699,1299,235,146,18166,7158,14949,646,0.621276596
B2016\student9473,98360,65,32,36,20,68,164,45,22,0.555555556
B2016\student9476,2513816,675,365,236,233,16283,7922,13449,549,0.987288136
B2016\student9498,1370944,236,70,194,71,4612,839,4141,205,0.365979381
B2016\student9499,4792736,1502,1068,340,345,22623,11429,17996,1427,1.014705882
B2016\student9524,6884928,1542,1014,606,693,35592,9441,30860,1171,1.143564356
B2016\student9538,6885896,2741,1785,877,437,34823,21976,28020,3730,0.498289624
B2016\student9557,8073512,2094,1409,798,643,36967,40196,30386,19884,0.805764411
B2016\student9564,2520,2,2,,,15,42,4,,
B2016\student9569,1610832,293,139,97,130,10777,4037,9437,411,1.340206186
B2016\student9589,27456,13,8,5,,72,147,48,,
B2016\student9601,3021448,877,582,250,222,18942,5342,16791,778,0.888
B2016\student9624,7075720,2013,902,949,527,30270,17191,25762,2815,0.555321391
B2016\student9673,13969768,4956,3296,1827,2947,61836,40223,49277,7596,1.61302682
B2016\student9676,6607560,1188,832,536,698,32804,11775,28794,1112,1.302238806
B2016\student9709,9168,,,,,141,,,,
B2016\student9716,7216624,2786,1682,810,499,30029,18276,24492,1321,0.616049383
B2016\student9758,4338464,1557,1066,709,467,24076,22870,19858,5533,0.658674189
B2016\student9805,7179496,2515,1363,548,804,31291,19689,25938,2534,1.467153285
B2016\student9823,10288224,2416,1170,2057,3431,37021,36059,28645,2735,1.667963053
B2016\student9864,5062776,706,324,261,290,30489,25465,25142,7188,1.111111111
B2016\student9897,13847304,5039,2992,746,571,73427,29029,61521,5155,0.76541555
B2016\student9900,7351888,2331,1748,1161,1228,37998,14810,33294,1345,1.057708872
B2016\student9923,1304368,227,116,91,164,9491,1707,8540,204,1.802197802
B2016\student9931,6835040,2392,1580,415,238,31020,14653,26738,1673,0.573493976
B2016\student9935,11943376,4889,3141,1366,1951,59958,23443,51622,3931,1.428257687
B2016\student9945,588448,132,104,102,191,2219,1158,1775,52,1.87254902
B2016\student9946,2989136,311,127,220,335,15501,12362,13196,1776,1.522727273
B2016\student9949,7787496,1961,1199,588,468,39601,9607,30431,3452,0.795918367
B2016\student9972,12352640,5669,3568,973,612,55655,20719,47870,3707,0.628982528
B2016\student9979,8496,,,,,69,38,52,19,
B2016\student9998,6599896,1659,993,323,331,33109,58287,28059,1000,1.024767802
B2017\student1009,3733272,685,167,485,387,16284,9144,14044,755,0.797938144
B2017\student1021,12526688,2003,893,1073,1989,73416,23323,61394,4330,1.853681267
B2017\student1029,0,,,,,1,,,631,
B2017\student1037,2274840,523,180,357,329,11124,7162,8897,829,0.921568627
B2017\student1044,4941696,595,243,446,215,28410,9041,24088,1322,0.48206278
B2017\student1068,5838768,937,406,428,1039,27512,43173,20163,3772,2.427570093
B2017\student1080,1866016,871,491,122,21,9034,4273,7109,702,0.172131148
B2017\student1093,14638896,3033,1348,775,1491,75699,35111,60616,4859,1.923870968
B2017\student1110,1098040,359,230,117,326,5324,2050,4243,205,2.786324786
B2017\student1118,28320,,,,,1,,,144,
B2017\student1120,7696760,614,230,943,1058,34891,12908,29736,948,1.12195122
B2017\student1146,1020336,1,1,,,4,8,,27,
B2017\student1193,4841752,783,393,432,474,23562,6645,20525,538,1.097222222
B2017\student1202,0,,,,,1,10,,,
B2017\student1213,4749792,592,292,369,340,27886,12121,23689,644,0.921409214
B2017\student1246,48000,,,,,10,,,,
B2017\student1253,13226904,2156,1183,572,1129,61995,37124,50974,2826,1.973776224
B2017\student1266,3331912,511,292,304,436,21099,6188,18213,416,1.434210526
B2017\student1268,99488,,,,,267,18,246,274,
B2017\student1269,1961944,222,86,162,286,15635,13611,12932,1361,1.765432099
B2017\student1297,5086520,893,385,503,579,19505,10159,15194,2151,1.151093439
B2017\student1313,7206600,1236,701,293,636,40160,14959,34471,1656,2.170648464
B2017\student1317,,,,,,,,,,
B2017\student1324,10080,,,,,1,2,,,
B2017\student1329,539752,8,5,,,683,3233,360,31,
B2017\student1336,0,,,,,141,,,,
B2017\student1352,5565016,1080,479,478,478,28559,15362,24221,1367,1
B2017\student1364,5280,,,,,1,,,28,
B2017\student1366,9642552,1119,492,466,885,44765,22955,37279,1671,1.899141631
B2017\student1372,526472,229,154,121,66,1971,1857,1587,763,0.545454545
B2017\student1375,2481512,312,206,203,214,17809,126431,15440,594,1.054187192
B2017\student1383,6777768,1698,594,849,837,26120,20432,21085,2677,0.985865724
B2017\student1410,15161688,1612,588,719,559,65595,28185,57104,2164,0.777468707
B2017\student1412,629288,93,49,46,,2496,620,2030,72,
B2017\student1415,15168232,2990,937,903,1352,80603,129807,67204,7524,1.497231451
B2017\student1424,1095792,220,175,62,10,5122,1215,4321,203,0.161290323
B2017\student1440,5508416,600,144,912,567,35579,11423,30919,2032,0.621710526
B2017\student1453,0,,,,,1,,,25,
B2017\student1464,5086776,572,156,379,451,31917,106808,27940,99714,1.189973615
B2017\student1483,0,,,,,1,,,43,
B2017\student1502,2778136,502,219,294,329,14546,13526,12372,915,1.119047619
B2017\student1517,2030824,325,216,300,357,10105,16630,7577,1758,1.19
B2017\student1534,76624,18,11,25,,229,1298,181,93,
B2017\student1542,3117624,742,200,116,102,12578,6838,10503,273,0.879310345
B2017\student1547,1472,,,,,2,183,,17,
B2017\student1551,6979488,1358,470,552,538,34266,16878,29147,3038,0.974637681
B2017\student1565,1716152,141,49,75,100,15337,1901,13806,678,1.333333333
B2017\student1581,3647112,557,156,120,,24739,8804,21505,631,
B2017\student1582,4016768,467,162,356,395,25255,10264,21857,2368,1.109550562
B2017\student1583,15778896,2538,1121,512,869,76014,34249,64729,3879,1.697265625
B2017\student1597,2764240,237,129,152,246,23972,4660,21251,418,1.618421053
B2017\student1600,8750832,1524,635,715,923,47513,32055,38601,2416,1.290909091
B2017\student1616,3452584,840,547,235,284,18839,5396,15833,867,1.208510638
B2017\student1620,4987592,1339,392,433,393,25347,12680,20086,1430,0.907621247
B2017\student1623,145560,35,20,23,60,311,1706,108,20,2.608695652
B2017\student1624,2830432,294,139,151,109,11547,3945,9867,387,0.721854305
B2017\student1640,4200976,529,231,330,585,32120,12268,27706,3393,1.772727273
B2017\student1643,1035496,156,87,95,120,4920,1537,4059,140,1.263157895
B2017\student1649,0,,,,,1,,,22,
B2017\student1671,0,,,,,18,,,,
B2017\student1688,8267432,722,198,873,826,49741,29304,41946,7897,0.946162658
B2017\student1704,12738408,2136,1006,371,346,82783,18961,72669,2770,0.932614555
B2017\student1710,5126176,898,425,531,663,25041,14272,19884,1820,1.248587571
B2017\student1725,876712,205,73,92,158,4103,1494,3508,127,1.717391304
B2017\student1738,3880,,,,,1,,,37,
B2017\student1772,37440,,,,,1,,,630,
B2017\student1793,220040,6,6,,,233,62,173,1,
B2017\student1845,742824,180,112,111,28,3764,1284,3118,99,0.252252252
B2017\student1889,1360328,194,62,215,123,7640,3576,6573,665,0.572093023
B2017\student1916,10389568,1905,914,763,1239,65414,21645,57256,3112,1.623853211
B2017\student1954,6086512,1821,1010,355,294,29692,8032,25184,1399,0.828169014
B2017\student1976,1619192,291,151,167,86,7529,1761,6575,415,0.51497006
B2017\student1995,0,,,,,1,,,194,
B2017\student1996,804552,87,30,154,104,6162,2585,5285,196,0.675324675
B2017\student2009,16808240,4924,2193,1070,1652,69252,72456,48737,10999,1.543925234
B2017\student2035,11074320,1591,663,1291,1604,62643,19954,54825,1399,1.242447715
B2017\student2045,812984,117,54,157,215,3798,2318,2997,404,1.369426752
B2017\student2063,61240,10,9,7,,207,37,174,651,
B2017\student2080,190896,47,26,67,54,649,736,498,69,0.805970149
B2017\student2111,2717056,5,2,,,26,35,18,,
B2017\student2126,5152,4,4,4,,4,50,,,
B2017\student2142,3773640,754,261,321,148,17811,17579,14226,893,0.46105919
B2017\student2148,2387352,363,220,264,667,10590,7990,8278,607,2.526515152
B2017\student2155,4328,,,2,,3,10,1,20,
B2017\student2157,6619208,1382,572,737,895,43156,17838,36954,4451,1.214382632
B2017\student2160,11608120,2911,1178,1027,859,57341,23184,48504,3343,0.836416748
B2017\student2176,12894656,2998,1324,1052,1615,67293,31148,55525,3796,1.535171103
B2017\student2196,11659936,1652,825,769,1109,66546,441043,56151,2615,1.44213264
B2017\student2206,672400,165,76,74,31,2754,948,2350,70,0.418918919
B2017\student2208,10013648,1680,544,683,528,66667,39614,57842,3812,0.773060029
B2017\student2210,5563704,1124,474,349,449,31262,9368,26954,949,1.286532951
B2017\student2213,6335136,1023,255,238,17,37338,11738,32679,1970,0.071428571
B2017\student2221,7195992,1165,535,739,1188,37500,15481,30119,1004,1.607577808
B2017\student2228,112800,,,,,353,,,,
B2017\student2240,3158064,223,142,308,395,14900,22129,11856,3585,1.282467532
B2017\student2254,24000,,,,,1,,,37,
B2017\student2338,1203192,114,62,144,16,6973,1405,6130,207,0.111111111
B2017\student2343,3738368,968,590,214,179,23303,8553,20156,439,0.836448598
B2017\student2354,2039480,693,446,451,762,14497,7951,12335,3155,1.689578714
B2017\student2364,11888,1,1,,,8,3,5,22,
B2017\student2406,25784,7,7,,,92,113,62,25,
B2017\student2417,419384,10,,38,58,1177,137,951,618,1.526315789
B2017\student2421,7701128,1189,679,571,520,46087,11361,41019,1404,0.910683012
B2017\student2437,153248,35,25,29,5,802,101,730,24,0.172413793
B2017\student2447,0,,,,,6,,,,
B2017\student2463,1919872,294,206,226,41,7715,2943,6574,1441,0.181415929
B2017\student2468,259256,37,17,23,0,2210,385,1932,37,0
B2017\student2478,972496,47,41,13,6,815,785,628,23,0.461538462
B2017\student2486,2450112,331,199,156,133,17458,4805,14766,725,0.852564103
B2017\student2498,0,,,,,12,,,,
B2017\student2503,8096312,1264,392,521,496,33126,18413,27483,1535,0.952015355
B2017\student2508,480,,,,,1,,,25,
B2017\student2511,10716504,3402,1510,650,1033,64128,20990,53794,3486,1.589230769
B2017\student2513,30720,,,,,1,,,26,
B2017\student2526,528,,,,,1,,,23,
B2017\student2539,3827160,860,357,381,290,19421,16851,15346,1053,0.761154856
B2017\student2553,61248,21,17,,,356,62,320,23,
B2017\student2554,403720,126,111,58,70,2354,498,2070,873,1.206896552
B2017\student2556,16199064,5202,1570,934,652,76091,90356,60972,59508,0.698072805
B2017\student2585,968,,,,,1,,,35,
B2017\student2634,196320,,,,,116,422,9,,
B2017\student2648,2557720,713,332,271,98,13853,4835,11605,767,0.361623616
B2017\student2652,5220104,580,224,292,1,16221,15277,13136,2395,0.003424658
B2017\student2664,4041016,987,439,499,906,21539,11308,17852,1645,1.815631263
B2017\student2689,1964696,228,135,139,88,10239,4557,8269,1424,0.633093525
B2017\student2704,7477040,979,479,610,1244,47266,19194,39414,1507,2.039344262
B2017\student2736,2578736,346,169,194,260,17251,6752,14321,863,1.340206186
B2017\student2749,0,,,,,1,,,24,
B2017\student2755,0,,,,,1,15,,,
B2017\student2806,7471656,2624,1188,631,813,35508,92582,27810,2741,1.288431062
B2017\student2869,429024,85,30,8,,1745,1257,1234,389,
B2017\student2870,9615368,2049,1133,819,1253,47966,23771,40371,2128,1.52991453
B2017\student2884,4096,3,3,3,,20,3,15,9,
B2017\student2896,30240,,,,,1,,,21,
B2017\student2916,3439696,561,205,267,387,27924,5648,24836,310,1.449438202
B2017\student2939,3835536,658,436,356,566,18010,5329,15261,875,1.58988764
B2017\student2941,960,,,,,9,,,,
B2017\student2950,10219728,1805,700,930,1119,41778,13767,36478,1428,1.203225806
B2017\student2953,10825136,2011,996,828,1300,60753,24411,50991,6491,1.570048309
B2017\student2956,1961016,,,,,2,,,,
B2017\student2967,3293248,377,245,282,277,23591,6827,20210,965,0.982269504
B2017\student3043,3166872,391,168,255,390,29971,6713,26928,1684,1.529411765
B2017\student3071,2470928,,,,,1,,,46,
B2017\student3108,378240,,,,,400,,,,
B2017\student3116,4304512,788,350,416,231,24147,18402,19183,1383,0.555288462
B2017\student3133,0,,,,,1,,,19,
B2017\student3135,11451496,2288,904,1354,1229,56971,30780,49375,2640,0.907680945
B2017\student3136,376320,,,,,395,1,,,
B2017\student3171,32976,,,1,,18,139,,165,
B2017\student3182,5820728,2450,1496,360,395,27140,47949,22218,2568,1.097222222
B2017\student3186,0,,,,,9,,,,
B2017\student3206,25456,,,,,1,,,23,
B2017\student3253,3576960,406,177,254,150,20484,6886,17820,652,0.590551181
B2017\student3288,45120,,,,,3,,,,
B2017\student3306,58440,17,8,9,,158,2106,102,445,
B2017\student3315,8501304,1291,529,290,82,44141,19551,36009,3223,0.282758621
B2017\student3320,10233352,2248,711,500,351,62145,32721,50808,4935,0.702
B2017\student3329,11040,24,24,,,1,,,23,
B2017\student3350,16287776,4912,1741,862,902,106171,56669,90180,6083,1.046403712
B2017\student3367,2585928,404,296,165,216,17566,5848,14773,477,1.309090909
B2017\student3386,327840,48,13,,,1342,810,1036,117,
B2017\student3403,1400576,229,88,191,168,8281,2160,7237,247,0.879581152
B2017\student3406,723568,243,164,73,20,3671,1273,3076,152,0.273972603
B2017\student3410,0,,,,,1,1,,,
B2017\student3411,0,,,,,1,,,20,
B2017\student3421,2192544,641,336,286,89,10757,3866,9321,346,0.311188811
B2017\student3423,5344880,774,206,658,636,33070,16055,28270,2084,0.96656535
B2017\student3424,143624,50,43,23,,764,176,630,79,
B2017\student3425,11110688,2985,1271,444,525,65494,250857,54725,21058,1.182432432
B2017\student3436,619888,103,69,80,115,3568,1575,3095,240,1.4375
B2017\student3442,39840,,,,,1,1,,,
B2017\student3483,0,,,,,1,,,21,
B2017\student3506,2289784,457,166,178,62,13018,3015,11363,658,0.348314607
B2017\student3512,0,,,,,1,,,25,
B2017\student3515,0,,,,,66,,,,
B2017\student3516,1134664,360,200,156,300,4638,2286,3746,244,1.923076923
B2017\student3517,3380512,499,224,331,340,18688,5195,16342,294,1.027190332
B2017\student3535,400568,54,38,34,,2638,496,2310,20,
B2017\student3557,6256,2,2,2,,4,27,1,,
B2017\student3567,46360,14,6,,,277,86,219,26,
B2017\student3568,13799072,2404,1145,914,1465,71191,34171,58886,3677,1.602844639
B2017\student3572,4774016,1091,397,303,360,22534,14515,19192,5065,1.188118812
B2017\student3610,1006848,84,58,85,76,6712,2217,5377,201,0.894117647
B2017\student3614,22366384,4920,1947,1283,1656,110188,31536,94835,5741,1.290724864
B2017\student3624,1717336,343,116,168,141,11803,3845,9793,1260,0.839285714
B2017\student3634,2709096,362,132,304,271,17144,5123,14573,2052,0.891447368
B2017\student3671,7941856,1633,770,460,537,53743,26882,45003,2404,1.167391304
B2017\student3673,94560,,,,,145,,,,
B2017\student3677,2265392,326,158,253,515,15151,11480,11505,726,2.035573123
B2017\student3711,30624,3,2,12,,27,87,10,37,
B2017\student3715,176968,13,5,1,,713,146,605,6,
B2017\student3717,6219544,1044,450,314,770,29984,13623,25285,2063,2.452229299
B2017\student3719,0,,,,,1,,,219,
B2017\student3732,593360,62,24,63,91,4385,934,3800,65,1.444444444
B2017\student3736,2912,21,21,21,70,12,,,,3.333333333
B2017\student3756,4526536,675,373,352,686,24282,43962,20184,1876,1.948863636
B2017\student3777,5034568,734,234,850,782,25392,14787,22133,4497,0.92
B2017\student3807,0,,,,,1,1,,,
B2017\student3836,774696,140,77,78,91,4650,225768,3827,165,1.166666667
B2017\student3841,10560,,,,,3,,,,
B2017\student3853,1006584,117,53,122,102,6118,1664,5202,233,0.836065574
B2017\student3856,1754392,524,315,265,113,11295,2115,10028,261,0.426415094
B2017\student3857,10393216,3749,1017,842,569,40097,55809,29595,11165,0.675771971
B2017\student3866,3285184,377,153,203,252,25338,6117,22745,783,1.24137931
B2017\student3867,13457752,1707,639,855,2062,70694,65214,55808,7460,2.411695906
B2017\student3869,1340128,19,14,125,264,12510,5464,11285,1278,2.112
B2017\student3871,12816320,2139,1063,1489,818,75269,40502,61383,4002,0.549361988
B2017\student3900,11624,7,7,7,,9,129,,161,
B2017\student3925,496,,,,,9,,,,
B2017\student3943,10118360,1100,552,452,580,50636,22391,43979,3894,1.283185841
B2017\student3978,81904,2,2,9,,48,18,26,5,
B2017\student4016,8878896,1997,995,741,1170,44505,14505,37654,1942,1.578947368
B2017\student4026,467936,,,,,252,349,1,,
B2017\student4036,6870680,766,299,460,562,49544,18320,43372,1601,1.22173913
B2017\student4043,0,,,,,12,,,,
B2017\student4053,677976,83,50,195,484,846,4100,590,130,2.482051282
B2017\student4059,272800,19,13,21,,1950,547,1673,120,
B2017\student4076,513560,89,39,67,59,3925,1339,3458,296,0.880597015
B2017\student4082,480,,,,,1,1,,,
B2017\student4091,461992,82,58,89,182,2920,2014,2243,192,2.04494382
B2017\student4095,2880,,,,,1,,,19,
B2017\student4096,2519000,658,349,265,107,12598,5504,10334,1949,0.403773585
B2017\student4100,5247744,880,323,554,858,29583,13514,24217,1227,1.548736462
B2017\student4105,2532456,315,134,210,241,19461,10171,16434,1867,1.147619048
B2017\student4108,677704,95,52,58,6,3287,722,2906,50,0.103448276
B2017\student4110,1057256,230,116,110,274,7346,3538,6117,747,2.490909091
B2017\student4128,0,,,,,20,,,,
B2017\student4134,12767744,2836,975,954,1398,66791,19385,57092,2589,1.465408805
B2017\student4150,2896,,,,,3,,,,
B2017\student4152,1549584,337,187,190,158,9947,1921,8613,301,0.831578947
B2017\student4155,9458576,4039,1208,1439,987,36035,223905,28106,25002,0.685892981
B2017\student4185,0,,,,,1,,,23,
B2017\student4192,749024,27,9,,,1554,304,1371,9,
B2017\student4195,16336,,,,,8,105,1,20,
B2017\student4253,0,,,,,1,15,,,
B2017\student4261,13877792,1862,911,754,1330,73856,40423,61400,5029,1.763925729
B2017\student4265,671464,64,16,123,76,5138,1048,4624,246,0.617886179
B2017\student4273,47040,297,297,297,,10,,,,
B2017\student4280,3217704,537,306,158,88,15857,27984,13461,5737,0.556962025
B2017\student4296,351168,133,70,44,82,1311,2650,914,160,1.863636364
B2017\student4305,14486848,2674,1240,965,1933,91212,27419,79439,4531,2.003108808
B2017\student4320,94560,,,,,138,,,,
B2017\student4322,89240,3,,27,54,242,175,184,49,2
B2017\student4343,2336648,389,184,186,294,14958,3986,12898,183,1.580645161
B2017\student4370,64448,10,8,16,20,111,360,84,5,1.25
B2017\student4389,0,,,,,1,,,26,
B2017\student4391,978312,63,13,185,81,4999,872,4527,82,0.437837838
B2017\student4397,144600,39,32,35,75,559,149,461,62,2.142857143
B2017\student4415,285664,32,21,1,,1265,1822,1054,145,
B2017\student4416,38880,,,6,,20,544,4,44,
B2017\student4419,2321288,197,126,137,238,20234,6405,16919,316,1.737226277
B2017\student4420,8646064,2517,1621,809,1137,46706,18699,37993,4937,1.405438813
B2017\student4438,0,,,,,14,,,,
B2017\student4454,219408,16,7,57,0,1309,563,1150,99,0
B2017\student4460,0,,,,,11,,,,
B2017\student4466,921536,251,106,125,41,4590,1577,3857,353,0.328
B2017\student4468,5200192,841,387,440,708,35766,19971,30014,4845,1.609090909
B2017\student4469,14710912,2329,953,1254,2190,53658,28158,43914,3350,1.746411483
B2017\student4473,12000,,,,,7,8,,726,
B2017\student4478,113280,,,,,1,,,319,
B2017\student4495,0,,,,,1,,,36,
B2017\student4519,5830664,1048,352,337,418,36389,15349,29913,2233,1.240356083
B2017\student4526,951168,289,195,96,127,3664,1945,2958,2104,1.322916667
B2017\student4537,274904,10,5,4,,479,58,336,922,
B2017\student4554,5708296,918,295,620,588,32109,106889,26913,1037,0.948387097
B2017\student4559,7240800,1071,453,429,697,46790,18177,39358,1752,1.624708625
B2017\student4575,3609408,581,319,507,583,22709,7626,19448,749,1.149901381
B2017\student4577,8588488,2270,1074,736,1221,46516,26201,38641,1527,1.658967391
B2017\student4608,,,,,,,,,,
B2017\student4638,6508960,1483,614,528,247,31742,12505,28150,3180,0.46780303
B2017\student4640,8694224,789,240,883,764,41797,16056,35779,2462,0.865232163
B2017\student4644,0,,,147,,1,,,671,
B2017\student4647,33120,,,,,1,,,24,
B2017\student4655,325752,69,40,26,10,1385,413,1164,899,0.384615385
B2017\student4659,0,,,,,1,,,26,
B2017\student4665,1923368,278,113,149,46,10516,3879,8870,319,0.308724832
B2017\student4681,5967032,716,193,547,509,31684,14616,26780,3477,0.930530165
B2017\student4682,13009408,2572,903,979,1144,58628,100028,48474,3843,1.168539326
B2017\student4683,775808,120,59,85,130,5928,1426,5291,167,1.529411765
B2017\student4736,6846432,770,420,418,497,56895,20255,49384,1795,1.188995215
B2017\student4740,10484216,1709,630,1242,1873,55901,23295,47387,1580,1.50805153
B2017\student4748,11532208,1772,914,717,805,50638,19430,43448,1487,1.122733612
B2017\student4749,1083928,182,107,223,122,5213,3066,4198,1306,0.547085202
B2017\student4766,0,,,,,1,,,22,
B2017\student4770,11728808,3480,1597,783,1095,57486,45084,46320,13269,1.398467433
B2017\student4772,8428056,1515,574,519,616,40251,138047,32841,2443,1.186897881
B2017\student4785,12924296,3306,1438,1301,1163,61027,33446,50034,2913,0.893927748
B2017\student4798,2219984,425,183,255,185,13259,11586,11338,2006,0.725490196
B2017\student4804,0,,,,,110,,,,
B2017\student4806,0,,,,,27,,,,
B2017\student4819,42720,,,,,146,,,,
B2017\student4824,19455200,5170,1600,1641,1818,85464,30901,72755,4878,1.10786106
B2017\student4825,1496504,163,52,57,56,3928,1665,3248,149,0.98245614
B2017\student4852,0,,,,,1,,,6,
B2017\student4857,49920,105,105,105,,1,,,55,
B2017\student4860,1258240,111,29,131,69,6232,5658,4700,1015,0.526717557
B2017\student4867,43680,,,,,3,,,,
B2017\student4878,218336,14,13,1,,389,39,210,13,
B2017\student4882,14635792,2698,885,1300,1256,89242,28862,75855,2405,0.966153846
B2017\student4934,2039120,353,225,326,393,14345,5802,12111,869,1.205521472
B2017\student4949,480,,,,,1,,,21,
B2017\student4959,10080,,,,,1,,,24,
B2017\student4973,33120,,,,,1,1,,,
B2017\student4995,80640,26,26,26,,44,690,4,,
B2017\student4998,260360,57,34,26,24,1412,1802,1013,256,0.923076923
B2017\student5005,1393264,358,170,93,19,7035,1613,6127,309,0.204301075
B2017\student5015,0,,,,,10,,,,
B2017\student5068,363280,36,18,44,0,1949,535,1704,62,0
B2017\student5109,2609416,640,266,237,225,10431,5598,7975,666,0.949367089
B2017\student5122,480,2,2,,,5,,,,
B2017\student5132,4541408,1004,454,533,666,22301,9316,17864,1102,1.249530957
B2017\student5140,7200,,,,,1,,,22,
B2017\student5160,73696,16,16,17,24,329,51,285,35,1.411764706
B2017\student5166,6551920,711,371,870,1197,35427,13917,29001,1838,1.375862069
B2017\student5170,0,,,,,1,,,22,
B2017\student5172,3830048,758,362,371,404,17103,9886,14196,1566,1.088948787
B2017\student5193,13765416,6372,3351,1144,1320,68210,342691,44497,279797,1.153846154
B2017\student5220,3506504,363,203,245,377,31106,10431,26825,1373,1.53877551
B2017\student5226,0,,,,,19,,,,
B2017\student5236,6107568,1007,445,491,379,39354,9162,34239,1201,0.771894094
B2017\student5261,4041640,624,287,179,135,22504,21543,19208,1132,0.754189944
B2017\student5263,22243792,5529,1955,1590,2167,113578,52312,96974,5063,1.362893082
B2017\student5268,16800,,,,,1,1,,,
B2017\student5276,5500424,1198,391,397,377,24886,11273,20803,2743,0.949622166
B2017\student5284,6171296,1927,1131,197,44,36536,26405,28598,1945,0.223350254
B2017\student5287,10418960,1939,925,575,769,51208,55832,39067,6924,1.337391304
B2017\student5296,0,,,,,1,1,,,
B2017\student5298,0,,,,,5,,,,
B2017\student5348,6826712,3218,1489,700,1210,34281,31115,26223,4824,1.728571429
B2017\student5355,1268712,203,93,327,57,6638,8988,5617,2030,0.174311927
B2017\student5370,0,,,,,7,,,,
B2017\student5374,266448,44,33,44,45,1185,462,1009,65,1.022727273
B2017\student5378,1838744,122,61,,,1711,1302,1372,375,
B2017\student5380,1580176,280,69,162,107,7460,3566,5870,375,0.660493827
B2017\student5383,334200,41,34,45,80,1317,197,1183,34,1.777777778
B2017\student5397,18720,,,,,1,,,25,
B2017\student5412,8233104,1652,698,881,1448,51439,29353,43201,4454,1.643586833
B2017\student5420,1428664,207,145,94,2,7443,1066,6601,169,0.021276596
B2017\student5441,1866568,129,58,,,3083,542,2579,44,
B2017\student5468,95200,13,4,,,182,1701,113,27,
B2017\student5482,761296,148,74,92,38,4164,1141,3658,391,0.413043478
B2017\student5494,515432,80,63,68,102,2845,978,2488,48,1.5
B2017\student5496,10685728,2636,1227,933,1324,64022,22656,54655,4036,1.419078242
B2017\student5533,1783192,208,131,124,71,8387,2301,7161,271,0.572580645
B2017\student5562,1920,,,,,1,,,28,
B2017\student5573,1586312,373,268,116,123,8966,2360,7554,332,1.060344828
B2017\student5581,32792,4,2,5,,154,310,127,75,
B2017\student5603,0,,,,,4,,,,
B2017\student5612,17148624,3747,1605,921,1248,92474,56868,73723,7424,1.35504886
B2017\student5619,2843440,528,331,298,529,19259,6976,16678,1630,1.775167785
B2017\student5622,2202568,404,194,258,344,15103,3923,13280,992,1.333333333
B2017\student5636,480,,,,,1,,,17,
B2017\student5639,10398896,2052,1076,656,519,65149,26906,56019,3096,0.791158537
B2017\student5659,6751488,1163,417,576,444,39316,16753,32258,1677,0.770833333
B2017\student5665,8214160,1533,640,507,876,33812,18888,26925,2870,1.727810651
B2017\student5673,791584,133,46,137,53,3780,797,3441,107,0.386861314
B2017\student5677,523272,57,22,80,22,2601,979,2187,85,0.275
B2017\student5695,6686104,995,444,377,588,35821,21030,29440,3731,1.559681698
B2017\student5719,643336,102,43,83,128,3391,1277,2771,39,1.542168675
B2017\student5730,2725840,351,186,170,212,21520,5025,19264,486,1.247058824
B2017\student5741,10080,44,44,22,,1,,,22,
B2017\student5744,4800,,,,,1,,,25,
B2017\student5766,4107824,727,430,351,537,24663,9184,20730,2323,1.52991453
B2017\student5771,960,,,,,1,,,21,
B2017\student5774,0,,,,,3,,,,
B2017\student5789,1567656,253,159,195,335,6534,4149,5429,296,1.717948718
B2017\student5804,4691128,535,230,556,310,24600,10687,21627,2839,0.557553957
B2017\student5805,1903280,114,70,,,2517,476,2174,73,
B2017\student5816,1468784,337,162,155,273,10751,3500,9351,641,1.761290323
B2017\student5832,1644128,262,125,227,248,9092,14048,7161,905,1.092511013
B2017\student5860,227000,235,201,30,14,364,693,257,107,0.466666667
B2017\student5861,5361144,848,342,671,470,36060,18506,30884,1920,0.700447094
B2017\student5882,0,,,,,226,,,,
B2017\student5899,7272,9,2,,,2,271,,64,
B2017\student5915,396848,40,2,21,49,1384,379,1202,104,2.333333333
B2017\student5939,2525016,393,130,221,102,15544,7210,13106,635,0.461538462
B2017\student5943,5792312,1290,611,648,1195,28406,17174,24194,5108,1.844135802
B2017\student5957,18134744,5659,2602,1405,1978,80046,178690,68048,3218,1.407829181
B2017\student5970,3803664,728,252,303,477,26546,23300,22185,817,1.574257426
B2017\student5979,7658664,1139,183,780,574,44701,17123,38311,2052,0.735897436
B2017\student6001,931888,118,64,60,71,6352,1143,5667,159,1.183333333
