Student,total_time,compiled,compiled_successfully,ran_tests,test_results,modified,add_lines,change,remove_lines,cps,paste_lines,max_pastes,average_test_results,avg_paste
B2016\student4430,7841776.0,3351.0,1947.0,1029.0,1263.0,27711.0,21883.0,22083.0,2216.0,0.007148381,13462.0,404.0,1.227405248,4.164017234
B2016\student4438,48.0,,,,,14.0,,,,0.0,,,,
B2016\student4460,0.0,,,,,11.0,,,,,,,,
B2016\student4469,4981976.0,929.0,453.0,459.0,398.0,17669.0,12045.0,14263.0,3323.0,0.006359123,7436.0,243.0,0.867102397,4.26048951
B2016\student4471,16511728.0,4916.0,3184.0,1275.0,1692.0,74258.0,51658.0,63617.0,11696.0,0.018232919,36236.0,439.0,1.327058824,8.308229385
B2016\student4473,6594256.0,887.0,370.0,426.0,620.0,41810.0,14917.0,37004.0,3310.0,0.0070478,9029.0,219.0,1.455399061,5.147303134
B2016\student4478,8704.0,,,,,1.0,,,319.0,0.0,,,,
B2016\student4495,3862200.0,786.0,411.0,414.0,425.0,18581.0,8801.0,15939.0,1003.0,0.007490808,4835.0,235.0,1.026570048,5.983660807
B2016\student4519,3365280.0,1054.0,687.0,158.0,75.0,22739.0,9565.0,18857.0,1146.0,0.006628572,4855.0,272.0,0.474683544,4.594644696
B2016\student4526,7179496.0,1183.0,488.0,837.0,718.0,25338.0,14050.0,21236.0,2087.0,0.004755069,8139.0,238.0,0.857825568,4.194495638
B2016\student4554,931280.0,196.0,119.0,91.0,127.0,5803.0,1381.0,5078.0,245.0,0.001786788,501.0,77.0,1.395604396,3.321357285
B2016\student4575,1445888.0,189.0,115.0,157.0,206.0,11749.0,3027.0,10281.0,374.0,0.001899179,750.0,101.0,1.312101911,3.661333333
B2016\student4587,959968.0,152.0,95.0,90.0,79.0,6161.0,1062.0,5548.0,104.0,0.002096945,283.0,138.0,0.877777778,7.113074205
B2016\student4599,7248.0,,,,,183.0,,,,0.0,,,,
B2016\student4602,14254720.0,3920.0,2197.0,607.0,631.0,71643.0,33876.0,58719.0,6247.0,0.004462732,17107.0,693.0,1.039538715,3.718653183
B2016\student4614,17232296.0,5515.0,3718.0,1381.0,1674.0,75018.0,29271.0,65883.0,4042.0,0.005403053,18105.0,491.0,1.212165098,5.142612538
B2016\student4628,17306048.0,4477.0,2782.0,1002.0,1155.0,100669.0,218525.0,82810.0,4405.0,0.05911939,203268.0,324.0,1.152694611,5.033369738
B2016\student4639,4932656.0,1645.0,889.0,167.0,49.0,30048.0,16915.0,25166.0,3863.0,0.015409954,9629.0,239.0,0.293413174,7.894069997
B2016\student4640,453408.0,85.0,23.0,59.0,2.0,2574.0,628.0,2288.0,176.0,0.011177571,293.0,67.0,0.033898305,17.29692833
B2016\student4644,135152.0,11.0,2.0,235.0,,977.0,181.0,864.0,716.0,0.00056233,43.0,2.0,,1.76744186
B2016\student4647,12492608.0,5865.0,3845.0,1080.0,2060.0,36928.0,22064.0,31147.0,1438.0,0.006055101,13970.0,377.0,1.907407407,5.414745884
B2016\student4659,13283336.0,3616.0,2037.0,1209.0,1479.0,64082.0,27159.0,55335.0,3908.0,0.005099321,15552.0,638.0,1.223325062,4.355452675
B2016\student4661,92872.0,20.0,11.0,14.0,3.0,373.0,109.0,313.0,653.0,0.000839866,39.0,2.0,0.214285714,2.0
B2016\student4665,1523552.0,168.0,62.0,119.0,83.0,13884.0,3844.0,11866.0,213.0,0.001069868,626.0,75.0,0.697478992,2.603833866
B2016\student4682,4533576.0,822.0,453.0,430.0,407.0,23151.0,8523.0,19411.0,1145.0,0.004900326,3580.0,663.0,0.946511628,6.205586592
B2016\student4733,2364224.0,410.0,211.0,193.0,313.0,17633.0,5190.0,15124.0,420.0,0.002188456,1801.0,48.0,1.621761658,2.872848418
B2016\student4736,3122760.0,671.0,471.0,236.0,166.0,18611.0,10267.0,15455.0,1965.0,0.004733313,5266.0,187.0,0.703389831,2.806874288
B2016\student4766,10905128.0,2065.0,1249.0,776.0,1202.0,51774.0,22935.0,43618.0,2354.0,0.013188474,12451.0,6812.0,1.548969072,11.55104008
B2016\student4770,2029880.0,601.0,377.0,217.0,277.0,13269.0,4799.0,10805.0,1019.0,0.004138176,1147.0,220.0,1.276497696,7.323452485
B2016\student4780,7439224.0,1830.0,934.0,941.0,1040.0,42792.0,16075.0,36896.0,2601.0,0.005207936,8092.0,156.0,1.105207226,4.787815126
B2016\student4804,7015192.0,1065.0,629.0,968.0,1036.0,32526.0,16084.0,26749.0,1171.0,0.004361819,8218.0,382.0,1.070247934,3.723412022
B2016\student4806,4662232.0,2224.0,1496.0,249.0,309.0,15616.0,10722.0,12777.0,796.0,0.007407825,6881.0,393.0,1.240963855,5.019183258
B2016\student4819,592216.0,134.0,58.0,67.0,52.0,3554.0,549.0,3028.0,49.0,0.003140746,73.0,243.0,0.776119403,25.47945205
B2016\student4824,2774816.0,664.0,329.0,292.0,364.0,19489.0,6911.0,16333.0,754.0,0.003267964,2116.0,86.0,1.246575342,4.285444234
B2016\student4825,2826768.0,907.0,402.0,433.0,547.0,13282.0,9412.0,9750.0,851.0,0.007784862,5267.0,229.0,1.263279446,4.178089994
B2016\student4852,13577136.0,3722.0,2540.0,992.0,2310.0,54351.0,21886.0,45727.0,7469.0,0.008942239,11766.0,1269.0,2.328629032,10.31871494
B2016\student4860,2915368.0,691.0,276.0,293.0,281.0,15710.0,4021.0,13807.0,490.0,0.00171745,1490.0,176.0,0.959044369,3.360402685
B2016\student4863,17520368.0,9304.0,6581.0,1259.0,1339.0,77707.0,57103.0,62053.0,8300.0,0.009060369,37403.0,693.0,1.063542494,4.244071331
B2016\student4867,2288224.0,400.0,180.0,334.0,838.0,12683.0,8579.0,10863.0,1999.0,0.009107063,6363.0,115.0,2.508982036,3.275027503
B2016\student4878,2839432.0,1050.0,766.0,156.0,47.0,11845.0,7469.0,9721.0,1953.0,0.016675518,5078.0,927.0,0.301282051,9.324340291
B2016\student4888,274728.0,,,1.0,,144.0,35.0,,,0.003883841,35.0,142.0,,30.48571429
B2016\student4903,144.0,,,,,8.0,,,,0.0,,,,
B2016\student4934,2163904.0,511.0,234.0,287.0,343.0,16321.0,4659.0,14271.0,942.0,0.004611572,1888.0,284.0,1.195121951,5.285487288
B2016\student4949,11837960.0,2727.0,1485.0,1132.0,1721.0,53362.0,25513.0,45628.0,2861.0,0.004579252,14198.0,359.0,1.520318021,3.818072968
B2016\student4959,8858488.0,2565.0,1474.0,1025.0,1715.0,40093.0,25144.0,34053.0,2568.0,0.009236565,16656.0,1493.0,1.673170732,4.912463977
B2016\student4973,8662920.0,2311.0,1061.0,664.0,229.0,48723.0,35277.0,40398.0,6673.0,0.013266197,24843.0,1139.0,0.344879518,4.626011351
B2016\student4982,7167736.0,2629.0,1891.0,503.0,585.0,32652.0,14484.0,27456.0,1637.0,0.00585108,7658.0,171.0,1.163021869,5.476495168
B2016\student4995,96032.0,35.0,30.0,4.0,,497.0,317.0,406.0,233.0,0.038705848,235.0,213.0,,15.81702128
B2016\student4998,1698592.0,456.0,392.0,257.0,255.0,6391.0,7357.0,4821.0,363.0,0.006986375,5349.0,86.0,0.992217899,2.218545523
B2016\student5015,954456.0,129.0,45.0,81.0,12.0,4684.0,1171.0,4136.0,224.0,0.002101721,577.0,110.0,0.148148148,3.47660312
B2016\student5078,16390576.0,7169.0,3725.0,2064.0,2098.0,48296.0,47674.0,39266.0,7557.0,0.010691876,36743.0,740.0,1.016472868,4.769507117
B2016\student5099,1098800.0,205.0,167.0,37.0,,3351.0,758.0,2750.0,61.0,0.00054059,132.0,87.0,,4.5
B2016\student5122,11136920.0,3062.0,1839.0,1213.0,1507.0,51617.0,19606.0,43872.0,2661.0,0.005350043,9242.0,408.0,1.242374279,6.446981173
B2016\student5129,8760936.0,1489.0,789.0,449.0,707.0,34529.0,18008.0,27446.0,2896.0,0.004049111,9491.0,319.0,1.574610245,3.737646191
B2016\student5140,10124792.0,2636.0,1681.0,792.0,1148.0,53327.0,22616.0,45161.0,4699.0,0.007803716,12537.0,363.0,1.449494949,6.302225413
B2016\student5154,72.0,,,,,70.0,,,,0.0,,,,
B2016\student5162,5908824.0,1849.0,1191.0,599.0,480.0,29333.0,13688.0,23621.0,897.0,0.006058397,6890.0,396.0,0.801335559,5.195645864
B2016\student5170,7020736.0,1893.0,990.0,1021.0,1834.0,32720.0,24048.0,27238.0,3051.0,0.008779564,17224.0,322.0,1.796278159,3.578669299
B2016\student5172,1446512.0,225.0,119.0,172.0,167.0,7367.0,2557.0,6156.0,640.0,0.003251961,880.0,224.0,0.970930233,5.345454545
B2016\student5185,12194656.0,5150.0,3122.0,845.0,1190.0,57438.0,40598.0,45524.0,5757.0,0.007593244,23691.0,587.0,1.408284024,3.908530666
B2016\student5222,14247136.0,2402.0,1422.0,346.0,288.0,79216.0,76167.0,62980.0,22098.0,0.014718046,52545.0,458.0,0.832369942,3.99067466
B2016\student5226,13241464.0,3722.0,1610.0,1196.0,1038.0,83439.0,21768.0,72189.0,1408.0,0.001748976,3688.0,269.0,0.867892977,6.279555315
B2016\student5236,8181304.0,2368.0,1400.0,656.0,342.0,45943.0,12641.0,39956.0,1471.0,0.003053059,4731.0,326.0,0.521341463,5.279644895
B2016\student5261,5292112.0,1007.0,529.0,485.0,535.0,31833.0,9878.0,27571.0,1363.0,0.007139305,4189.0,202.0,1.103092784,9.019336357
B2016\student5263,8006104.0,2161.0,1263.0,1148.0,121.0,29385.0,13530.0,25420.0,1062.0,0.004370415,8601.0,251.0,0.105400697,4.068131613
B2016\student5268,7118280.0,1912.0,1235.0,426.0,563.0,34246.0,15887.0,28659.0,5625.0,0.015876448,8908.0,576.0,1.321596244,12.68668612
B2016\student5284,2506672.0,756.0,510.0,492.0,628.0,9048.0,10374.0,7543.0,813.0,0.008846391,8514.0,315.0,1.276422764,2.604533709
B2016\student5296,26472.0,13.0,10.0,8.0,,12.0,74.0,4.0,,0.004684195,66.0,2.0,,1.878787879
B2016\student5298,1820760.0,375.0,212.0,195.0,305.0,9755.0,8385.0,7690.0,2353.0,0.017854632,5698.0,244.0,1.564102564,5.705335205
B2016\student5304,4960400.0,1737.0,881.0,594.0,477.0,23640.0,20287.0,19369.0,2008.0,0.017626603,14974.0,258.0,0.803030303,5.839121143
B2016\student5345,2304904.0,238.0,169.0,141.0,118.0,10838.0,4561.0,8569.0,334.0,0.002868232,1429.0,272.0,0.836879433,4.626312106
B2016\student5355,368840.0,51.0,14.0,103.0,,1746.0,377.0,1557.0,156.0,0.000772693,153.0,2.0,,1.862745098
B2016\student5366,184.0,,,,,1.0,,,1.0,0.0,,,,
B2016\student5370,4919336.0,1837.0,1167.0,472.0,870.0,22483.0,11158.0,18612.0,1514.0,0.006121355,6520.0,351.0,1.843220339,4.618558282
B2016\student5378,5297552.0,1807.0,978.0,577.0,452.0,33689.0,24034.0,27917.0,2273.0,0.012052926,16216.0,446.0,0.783362218,3.937530834
B2016\student5380,723480.0,170.0,57.0,91.0,69.0,4188.0,1837.0,3476.0,345.0,0.002031846,749.0,2.0,0.758241758,1.962616822
B2016\student5381,11544.0,,,,,7.0,78.0,,742.0,0.013686764,78.0,3.0,,2.025641026
B2016\student5397,12303552.0,3588.0,2150.0,1002.0,849.0,47386.0,42621.0,35224.0,11932.0,0.011619002,26925.0,251.0,0.847305389,5.309377902
B2016\student5399,1968.0,,,,,6.0,2.0,,,0.0,,,,
B2016\student5403,17998288.0,6569.0,4075.0,1302.0,1637.0,73476.0,38259.0,61673.0,5378.0,0.004069054,23123.0,553.0,1.257296467,3.167236085
B2016\student5412,12094848.0,3149.0,1920.0,1086.0,979.0,62519.0,62845.0,52796.0,256675.0,0.01843537,50097.0,302.0,0.901473297,4.450825399
B2016\student5413,11222768.0,2320.0,1324.0,768.0,857.0,62187.0,32882.0,52649.0,3588.0,0.006386125,21112.0,271.0,1.115885417,3.3947518
B2016\student5420,6353544.0,666.0,313.0,539.0,595.0,39083.0,9699.0,34296.0,1018.0,0.00558759,3372.0,171.0,1.103896104,10.52817319
B2016\student5441,5414872.0,3878.0,3163.0,166.0,138.0,25216.0,14270.0,21246.0,1507.0,0.012419684,10110.0,274.0,0.831325301,6.651928783
B2016\student5468,8461000.0,2406.0,1582.0,503.0,852.0,44414.0,12458.0,39170.0,1117.0,0.002616476,5575.0,322.0,1.693836978,3.970941704
B2016\student5470,9326296.0,2560.0,1694.0,1033.0,1409.0,41355.0,17126.0,35439.0,2338.0,0.006250391,9807.0,371.0,1.363988383,5.944019578
B2016\student5475,16184480.0,5210.0,3216.0,1288.0,1329.0,72068.0,41785.0,56795.0,7570.0,0.010391869,25811.0,2521.0,1.031832298,6.516097788
B2016\student5488,474216.0,69.0,25.0,15.0,,3793.0,567.0,3382.0,130.0,0.0,,,,
B2016\student5496,8766144.0,2599.0,1292.0,707.0,405.0,44954.0,14027.0,39336.0,1980.0,0.00399309,6916.0,155.0,0.572842999,5.061307114
B2016\student5512,409640.0,58.0,26.0,36.0,34.0,3326.0,887.0,2879.0,39.0,0.00129626,269.0,2.0,0.944444444,1.973977695
B2016\student5533,3669112.0,565.0,321.0,327.0,280.0,18731.0,4454.0,16504.0,570.0,0.00342726,1693.0,251.0,0.856269113,7.427643237
B2016\student5536,293184.0,69.0,47.0,31.0,44.0,1621.0,634.0,1395.0,157.0,0.00676026,337.0,218.0,1.419354839,5.881305638
B2016\student5542,6975760.0,1619.0,1004.0,485.0,330.0,29811.0,12378.0,25268.0,1265.0,0.003620107,5946.0,255.0,0.680412371,4.247056845
B2016\student5562,16054072.0,5134.0,3199.0,1882.0,2262.0,75503.0,38364.0,63401.0,8026.0,0.005283332,23000.0,499.0,1.201912859,3.687782609
B2016\student5573,7053544.0,1832.0,887.0,1229.0,1679.0,33077.0,15062.0,27180.0,1717.0,0.003690343,6684.0,350.0,1.366151343,3.894374626
B2016\student5581,9350008.0,3465.0,2273.0,914.0,1143.0,48641.0,38209.0,41348.0,4876.0,0.015461377,28043.0,488.0,1.250547046,5.155083265
B2016\student5603,4720024.0,1543.0,801.0,470.0,694.0,23751.0,17488.0,19429.0,1164.0,0.020289939,11314.0,343.0,1.476595745,8.464645572
B2016\student5611,2525792.0,206.0,134.0,177.0,157.0,23266.0,5684.0,20501.0,1841.0,0.006744023,2005.0,381.0,0.88700565,8.495760599
B2016\student5624,6091608.0,1157.0,483.0,694.0,452.0,38075.0,14300.0,32516.0,3110.0,0.007982785,6800.0,317.0,0.65129683,7.151176471
B2016\student5636,14093208.0,5282.0,3319.0,1976.0,3269.0,50701.0,27853.0,42631.0,2788.0,0.003786008,17102.0,147.0,1.654352227,3.119927494
B2016\student5659,5673720.0,1084.0,565.0,435.0,556.0,29451.0,8403.0,25698.0,1078.0,0.00716232,3761.0,1493.0,1.27816092,10.80483914
B2016\student5667,171376.0,54.0,19.0,4.0,,420.0,2081.0,294.0,117.0,0.032828401,1978.0,167.0,,2.844287159
B2016\student5673,1660240.0,288.0,111.0,158.0,100.0,9503.0,2170.0,8492.0,592.0,0.005337782,908.0,182.0,0.632911392,9.759911894
B2016\student5693,5713552.0,1329.0,914.0,293.0,306.0,28586.0,9677.0,24359.0,1672.0,0.009492519,4409.0,206.0,1.044368601,12.30120209
B2016\student5695,7899480.0,1490.0,915.0,612.0,533.0,40505.0,17184.0,34320.0,3781.0,0.004962732,9889.0,1493.0,0.870915033,3.964303772
B2016\student5713,6775416.0,1653.0,790.0,1016.0,998.0,27774.0,21391.0,22797.0,4275.0,0.013358589,14439.0,1493.0,0.982283465,6.268439643
B2016\student5741,8251832.0,2315.0,1437.0,616.0,992.0,38995.0,21843.0,31412.0,3095.0,0.007670297,11651.0,674.0,1.61038961,5.432495065
B2016\student5744,10685384.0,5413.0,3752.0,890.0,1003.0,55989.0,35247.0,45339.0,5325.0,0.012081831,21758.0,441.0,1.126966292,5.933403805
B2016\student5771,10618696.0,1493.0,608.0,928.0,1248.0,46401.0,18223.0,40792.0,2411.0,0.006011661,11020.0,188.0,1.344827586,5.792740472
B2016\student5774,88656.0,52.0,42.0,10.0,,284.0,349.0,208.0,21.0,0.006711334,254.0,20.0,,2.342519685
B2016\student5789,3011112.0,788.0,483.0,237.0,169.0,13314.0,4778.0,11377.0,1099.0,0.008143171,2424.0,233.0,0.713080169,10.11551155
B2016\student5800,10120712.0,3673.0,2372.0,811.0,636.0,50122.0,26873.0,43586.0,5937.0,0.017447883,17742.0,1493.0,0.784217016,9.952936535
B2016\student5804,287312.0,30.0,20.0,22.0,10.0,962.0,238.0,818.0,37.0,0.000675224,115.0,2.0,0.454545455,1.686956522
B2016\student5805,6005832.0,3251.0,2358.0,240.0,207.0,20961.0,10925.0,17299.0,1893.0,0.004683448,6199.0,322.0,0.8625,4.537506049
B2016\student5813,2620216.0,465.0,272.0,269.0,212.0,14151.0,4533.0,12616.0,318.0,0.003303926,2756.0,576.0,0.788104089,3.141146589
B2016\student5829,7954016.0,1151.0,548.0,388.0,404.0,35177.0,15380.0,30718.0,1753.0,0.005931218,8892.0,352.0,1.041237113,5.305555556
B2016\student5830,6667248.0,1385.0,614.0,715.0,989.0,30584.0,17097.0,26432.0,3136.0,0.00790986,12402.0,364.0,1.383216783,4.252298016
B2016\student5834,14504152.0,4525.0,2906.0,1223.0,1109.0,65734.0,34442.0,54672.0,3996.0,0.007207591,20342.0,324.0,0.90678659,5.13912103
B2016\student5842,3674952.0,596.0,468.0,188.0,10.0,20645.0,4964.0,18839.0,702.0,0.010214011,2965.0,262.0,0.053191489,12.65969646
B2016\student5860,8480144.0,2277.0,1378.0,341.0,328.0,44851.0,24303.0,38057.0,8196.0,0.01263304,16254.0,324.0,0.961876833,6.590992986
B2016\student5863,15055296.0,4294.0,3146.0,641.0,441.0,79579.0,34589.0,69122.0,4054.0,0.016308414,20556.0,383.0,0.68798752,11.94434715
B2016\student5867,9468824.0,2938.0,2015.0,1090.0,1245.0,46688.0,19908.0,39161.0,2238.0,0.004367596,9850.0,245.0,1.142201835,4.19857868
B2016\student5882,7048.0,5.0,,1.0,0.0,258.0,9.0,27.0,,0.0,,,0.0,
B2016\student5897,12152896.0,4710.0,3243.0,910.0,130.0,63595.0,22183.0,54899.0,3525.0,0.004719204,11061.0,1336.0,0.142857143,5.185064642
B2016\student5899,5798976.0,1770.0,926.0,769.0,1217.0,32866.0,24059.0,27098.0,3950.0,0.011641366,16569.0,323.0,1.582574772,4.074355725
B2016\student5915,5212560.0,1772.0,1079.0,593.0,228.0,17187.0,12575.0,14128.0,1902.0,0.009956336,8736.0,286.0,0.384485666,5.940705128
B2016\student5939,7072088.0,1329.0,573.0,579.0,535.0,38227.0,11046.0,33106.0,2239.0,0.002698354,4082.0,324.0,0.924006908,4.674914258
B2016\student5957,6680864.0,2934.0,1947.0,584.0,461.0,33575.0,10594.0,29316.0,1476.0,0.004889338,5773.0,436.0,0.789383562,5.658236619
B2016\student5961,6836752.0,1147.0,767.0,612.0,839.0,32992.0,23108.0,28059.0,2841.0,0.011067682,17405.0,347.0,1.370915033,4.3474289
B2016\student6001,52032.0,,,,,28.0,80.0,,21.0,0.0043627,76.0,3.0,,2.986842105
B2016\student6008,6707248.0,1924.0,1110.0,710.0,278.0,31411.0,14704.0,27044.0,1493.0,0.007661712,9216.0,231.0,0.391549296,5.576063368
B2016\student6010,14040824.0,5050.0,3166.0,983.0,961.0,70226.0,23953.0,59435.0,4447.0,0.009696867,9198.0,657.0,0.977619532,14.80234834
B2016\student6018,3934440.0,491.0,237.0,382.0,426.0,20683.0,6954.0,17332.0,790.0,0.00276024,2587.0,171.0,1.115183246,4.19791264
B2016\student6029,8873232.0,2054.0,1090.0,646.0,288.0,42033.0,42850.0,34564.0,4556.0,0.018216812,33363.0,1493.0,0.445820433,4.844947996
B2016\student6040,9344744.0,3047.0,2054.0,698.0,656.0,43885.0,14944.0,38263.0,2397.0,0.004186203,7188.0,351.0,0.93982808,5.442264886
B2016\student6049,136.0,,,,,1.0,,1.0,,0.0,,,,
B2016\student6053,3874688.0,876.0,493.0,310.0,216.0,19709.0,11592.0,17114.0,3139.0,0.009381917,8952.0,188.0,0.696774194,4.060768543
B2016\student6054,1522960.0,182.0,79.0,146.0,266.0,10069.0,1819.0,9129.0,508.0,0.002277801,574.0,135.0,1.821917808,6.043554007
B2016\student6109,2665448.0,634.0,398.0,304.0,152.0,17258.0,5309.0,15429.0,544.0,0.007981397,2907.0,251.0,0.5,7.318197454
B2016\student6121,625384.0,58.0,8.0,83.0,0.0,4153.0,640.0,3533.0,229.0,0.007272332,175.0,68.0,0.0,25.98857143
B2016\student6151,12424928.0,2952.0,1599.0,1227.0,774.0,52835.0,20338.0,44684.0,3036.0,0.003078569,8919.0,482.0,0.630806846,4.288709497
B2016\student6184,895432.0,186.0,92.0,97.0,47.0,4270.0,2231.0,3728.0,67.0,0.004270564,1429.0,34.0,0.484536082,2.675997201
B2016\student6198,3337832.0,1624.0,1060.0,439.0,637.0,16530.0,9142.0,14139.0,1134.0,0.009224251,6138.0,435.0,1.451025057,5.016129032
B2016\student6227,4485960.0,908.0,356.0,593.0,517.0,21219.0,149792.0,18580.0,749.0,1.194889611,146487.0,673.0,0.871838111,36.59182726
B2016\student6248,13027832.0,3531.0,2297.0,1486.0,2602.0,59645.0,21464.0,50295.0,3477.0,0.00482375,8969.0,290.0,1.751009421,7.006689709
B2016\student6252,2880.0,6.0,6.0,,,10.0,,,,0.0,,,,
B2016\student6255,8967912.0,2348.0,1125.0,763.0,289.0,42168.0,21953.0,35545.0,7242.0,0.017962264,14393.0,351.0,0.378768021,11.19182936
B2016\student6259,4700424.0,1629.0,1129.0,338.0,286.0,28880.0,10322.0,24238.0,1757.0,0.00597861,3970.0,389.0,0.846153846,7.078589421
B2016\student6267,3520312.0,1033.0,501.0,406.0,462.0,15190.0,12783.0,12008.0,1337.0,0.006767014,8698.0,171.0,1.137931034,2.738790527
B2016\student6303,7025640.0,1017.0,506.0,506.0,477.0,44906.0,38174.0,38394.0,3108.0,0.018908455,29762.0,260.0,0.942687747,4.463544117
B2016\student6321,10327768.0,3473.0,2405.0,1349.0,114.0,52284.0,521578.0,45474.0,117538.0,0.274508296,511649.0,217.0,0.084507042,5.541021286
B2016\student6332,2192384.0,525.0,246.0,239.0,321.0,15119.0,3943.0,13284.0,697.0,0.001539876,1304.0,112.0,1.343096234,2.588957055
B2016\student6353,2788536.0,1222.0,976.0,336.0,,15671.0,6729.0,13270.0,308.0,0.004160606,3520.0,324.0,,3.296022727
B2016\student6357,493920.0,83.0,42.0,118.0,25.0,1814.0,878.0,1577.0,315.0,0.024609248,624.0,178.0,0.211864407,19.47916667
B2016\student6363,7457984.0,975.0,488.0,426.0,445.0,36470.0,7993.0,32476.0,790.0,0.002729156,2890.0,341.0,1.044600939,7.042906574
B2016\student6364,11464184.0,3200.0,1715.0,1092.0,1649.0,44316.0,29376.0,34775.0,4576.0,0.00869351,17343.0,645.0,1.51007326,5.746641296
B2016\student6369,4591608.0,1118.0,719.0,329.0,323.0,25961.0,12859.0,21123.0,1764.0,0.005376766,5949.0,1493.0,0.981762918,4.149941167
B2016\student6403,8848304.0,1072.0,556.0,425.0,476.0,32846.0,17727.0,27425.0,3472.0,0.008503437,11468.0,286.0,1.12,6.560952215
B2016\student6410,244608.0,134.0,111.0,48.0,11.0,889.0,2025.0,686.0,526.0,0.122048339,1856.0,369.0,0.229166667,16.08512931
B2016\student6419,13870568.0,2374.0,1523.0,986.0,844.0,72728.0,26632.0,64196.0,3834.0,0.004276177,15248.0,417.0,0.855983773,3.889887198
B2016\student6458,3402688.0,852.0,585.0,396.0,1145.0,18232.0,9729.0,15158.0,2010.0,0.004968719,6131.0,189.0,2.891414141,2.757625183
B2016\student6462,6723432.0,1761.0,1080.0,408.0,491.0,34989.0,12793.0,30245.0,1721.0,0.006059405,6096.0,322.0,1.203431373,6.683070866
B2016\student6468,252472.0,94.0,71.0,22.0,,1487.0,2021.0,1106.0,51.0,0.013763903,1503.0,3.0,,2.312042582
B2016\student6484,14688704.0,2292.0,1459.0,853.0,970.0,68056.0,22840.0,59114.0,5898.0,0.003739336,9920.0,571.0,1.137162954,5.536895161
B2016\student6497,9435488.0,1477.0,718.0,872.0,1278.0,46605.0,19364.0,38236.0,7946.0,0.011865205,8310.0,324.0,1.46559633,13.47220217
B2016\student6507,12528696.0,2945.0,1950.0,694.0,1077.0,63643.0,41191.0,53892.0,4113.0,0.011486032,27547.0,564.0,1.551873199,5.223980833
B2016\student6516,3813008.0,1461.0,893.0,479.0,557.0,10942.0,8520.0,8934.0,1192.0,0.013233909,5674.0,346.0,1.162839248,8.893373282
B2016\student6534,966488.0,131.0,45.0,90.0,25.0,7843.0,2729.0,6669.0,403.0,0.007080274,1124.0,69.0,0.277777778,6.088078292
B2016\student6545,1351376.0,104.0,46.0,76.0,76.0,7353.0,2282.0,6358.0,624.0,0.00220812,1320.0,3.0,1.0,2.260606061
B2016\student6547,5411544.0,1612.0,1115.0,492.0,217.0,30574.0,14161.0,26029.0,2236.0,0.007700021,7470.0,624.0,0.441056911,5.578179384
B2016\student6548,420960.0,10.0,3.0,209.0,,1057.0,229.0,869.0,35.0,0.0,,,,
B2016\student6550,11781776.0,1253.0,541.0,842.0,1168.0,49093.0,18693.0,42450.0,4456.0,0.004381513,10204.0,697.0,1.387173397,5.058996472
B2016\student6571,13376920.0,4291.0,2210.0,1310.0,874.0,66368.0,22345.0,57703.0,5123.0,0.00459149,9864.0,263.0,0.667175573,6.226682887
B2016\student6594,4639264.0,1892.0,1289.0,493.0,303.0,22175.0,13379.0,17376.0,3680.0,0.011780317,7119.0,324.0,0.614604462,7.676920916
B2016\student6609,3389312.0,499.0,292.0,275.0,524.0,20357.0,4915.0,17785.0,473.0,0.001645467,1546.0,171.0,1.905454545,3.607373868
B2016\student6613,6842568.0,2086.0,1374.0,917.0,886.0,28120.0,14468.0,24260.0,1374.0,0.006256277,9478.0,1493.0,0.966194111,4.516670184
B2016\student6617,1344392.0,320.0,137.0,199.0,99.0,10147.0,3566.0,8895.0,732.0,0.015641271,2025.0,283.0,0.497487437,10.38419753
B2016\student6631,9111424.0,2536.0,1453.0,1488.0,2146.0,33841.0,18896.0,28386.0,5145.0,0.005311244,11215.0,351.0,1.442204301,4.315024521
B2016\student6634,24.0,,,,,1.0,,,22.0,0.0,,,,
B2016\student6656,1870760.0,796.0,508.0,260.0,112.0,9070.0,2728.0,7751.0,579.0,0.003609763,1099.0,324.0,0.430769231,6.144676979
B2016\student6705,4374480.0,917.0,592.0,354.0,390.0,21265.0,14346.0,17213.0,1464.0,0.007335272,9191.0,1493.0,1.101694915,3.491241432
B2016\student6706,6031672.0,2401.0,1514.0,709.0,472.0,23885.0,19983.0,19575.0,3006.0,0.01154025,14233.0,350.0,0.665726375,4.890536078
B2016\student6707,5832336.0,1488.0,961.0,388.0,92.0,35378.0,14558.0,30021.0,1689.0,0.006342913,7417.0,430.0,0.237113402,4.987730888
B2016\student6719,9168.0,,,,,42.0,,,,0.0,,,,
B2016\student6720,4657648.0,1565.0,857.0,994.0,1363.0,16760.0,13477.0,13998.0,4904.0,0.025747545,10405.0,160.0,1.371227364,11.52551658
B2016\student6723,269160.0,46.0,9.0,8.0,0.0,1736.0,773.0,1478.0,87.0,0.003815574,469.0,3.0,0.0,2.189765458
B2016\student6728,1098768.0,200.0,127.0,65.0,10.0,3373.0,1924.0,2515.0,463.0,0.003235442,1022.0,199.0,0.153846154,3.478473581
B2016\student6743,1374632.0,239.0,165.0,230.0,166.0,5154.0,2875.0,4517.0,335.0,0.010460254,2061.0,170.0,0.72173913,6.976710335
B2016\student6748,7816.0,,,,,1.0,,,144.0,0.0,,,,
